product,signal,horizon,regime,n,ic
OXYGEN_SHAKE_CHOCOLATE,neg_zscore_mid_50,1,low,9986,0.017012033835736354
OXYGEN_SHAKE_CHOCOLATE,neg_zscore_mid_50,1,mid,9988,0.009672108108713754
OXYGEN_SHAKE_CHOCOLATE,neg_zscore_mid_50,1,high,9956,0.04135965649322521
OXYGEN_SHAKE_CHOCOLATE,neg_zscore_mid_50,10,low,9984,-0.017413550741717965
OXYGEN_SHAKE_CHOCOLATE,neg_zscore_mid_50,10,mid,9972,0.015074158254989055
OXYGEN_SHAKE_CHOCOLATE,neg_zscore_mid_50,10,high,9947,0.030990750921408048
OXYGEN_SHAKE_CHOCOLATE,neg_zscore_mid_50,100,low,9934,-0.016085640102640422
OXYGEN_SHAKE_CHOCOLATE,neg_zscore_mid_50,100,mid,9856,0.0393100511547803
OXYGEN_SHAKE_CHOCOLATE,neg_zscore_mid_50,100,high,9843,0.04211292663288359
OXYGEN_SHAKE_CHOCOLATE,neg_zscore_mid_50,1000,low,9171,0.026114241142520627
OXYGEN_SHAKE_CHOCOLATE,neg_zscore_mid_50,1000,mid,8856,0.027228515436230793
OXYGEN_SHAKE_CHOCOLATE,neg_zscore_mid_50,1000,high,8906,0.015528738508440804
OXYGEN_SHAKE_CHOCOLATE,neg_zscore_vwap_50,1,low,9502,-0.011683444421865686
OXYGEN_SHAKE_CHOCOLATE,neg_zscore_vwap_50,1,mid,9464,-0.015160467826320554
OXYGEN_SHAKE_CHOCOLATE,neg_zscore_vwap_50,1,high,9357,-0.004611387716182813
OXYGEN_SHAKE_CHOCOLATE,neg_zscore_vwap_50,10,low,9500,0.009858497264350041
OXYGEN_SHAKE_CHOCOLATE,neg_zscore_vwap_50,10,mid,9448,-0.032716228272539685
OXYGEN_SHAKE_CHOCOLATE,neg_zscore_vwap_50,10,high,9348,-0.013279267521043499
OXYGEN_SHAKE_CHOCOLATE,neg_zscore_vwap_50,100,low,9450,0.010881853891596998
OXYGEN_SHAKE_CHOCOLATE,neg_zscore_vwap_50,100,mid,9332,-0.0017784511534219005
OXYGEN_SHAKE_CHOCOLATE,neg_zscore_vwap_50,100,high,9244,0.007167813023868581
OXYGEN_SHAKE_CHOCOLATE,neg_zscore_vwap_50,1000,low,8729,0.05677048586138696
OXYGEN_SHAKE_CHOCOLATE,neg_zscore_vwap_50,1000,mid,8341,0.04800144908616037
OXYGEN_SHAKE_CHOCOLATE,neg_zscore_vwap_50,1000,high,8367,0.027167875311629557
OXYGEN_SHAKE_CHOCOLATE,obi_l1,1,low,9991,0.05292876810465195
OXYGEN_SHAKE_CHOCOLATE,obi_l1,1,mid,9989,0.06420889190778191
OXYGEN_SHAKE_CHOCOLATE,obi_l1,1,high,9990,0.05625783213975837
