product,regime,n_ticks,frac_time,rv_50_mean,abs_ret_mean,spread_mean,depth_l1_mean,abs_obi_l1_mean
PANEL_1X2,low,9991,0.33303333333333335,14.861424816058767,6.9655690121109,11.348613752377139,36.47853067760985,0.022098080883494124
PANEL_1X2,mid,9991,0.33303333333333335,22.52728697518069,7.335051546391752,11.572815533980583,36.48233410069062,0.020026547921801436
PANEL_1X2,high,9991,0.33303333333333335,36.09190208567375,7.323741367230507,11.606645981383245,36.56811130017015,0.021405308725115018
PANEL_1X4,low,9991,0.33303333333333335,15.226783805005459,7.2446702031828645,8.200480432389151,24.985887298568713,0.09017479379931088
PANEL_1X4,mid,9991,0.33303333333333335,23.241200383269444,7.5200180162145935,8.393053748373536,24.224001601441298,0.07607833946369282
PANEL_1X4,high,9991,0.33303333333333335,37.54576396139108,7.780302272044841,8.535081573416074,23.921229106195575,0.06336748335813457
PANEL_2X2,low,9991,0.33303333333333335,15.386178057103724,7.507356620958863,8.429586627965168,24.15023521169052,0.06712269643990101
PANEL_2X2,mid,9991,0.33303333333333335,23.247489951410856,7.677509758782905,8.527674907416674,23.53358022219998,0.05633949828704261
PANEL_2X2,high,9991,0.33303333333333335,37.81327113986431,7.751726553898509,8.588829946952258,23.31017916124512,0.05172749874040966
PANEL_2X4,low,9991,0.33303333333333335,18.413263279748236,8.89570613552197,9.75668101291162,21.749174256831147,0.014919491689931836
PANEL_2X4,mid,9991,0.33303333333333335,27.733004814108618,9.065358822940647,9.841157041337203,21.650285256731056,0.01570710032522258
PANEL_2X4,high,9991,0.33303333333333335,44.287845579098445,9.078921028926034,9.924632168952057,21.80802722450205,0.015199385795391238
PANEL_4X4,low,9991,0.33303333333333335,16.409614958149792,7.83935541987789,8.697727955159644,22.84476028425583,0.04298892856266928
PANEL_4X4,mid,9991,0.33303333333333335,24.510375527773235,8.005655089580623,8.753077769992993,22.687018316484835,0.03794379519129312
PANEL_4X4,high,9991,0.33303333333333335,39.19669532378949,7.973025723150836,8.800120108097287,22.391452307076367,0.03249595767767066
