product,signal,horizon,regime,n,ic
ROBOT_VACUUMING,neg_zscore_mid_50,1,low,9950,-0.005667813896894155
ROBOT_VACUUMING,neg_zscore_mid_50,1,mid,9991,0.006050250043937151
ROBOT_VACUUMING,neg_zscore_mid_50,1,high,9989,0.007938272374939177
ROBOT_VACUUMING,neg_zscore_mid_50,10,low,9941,0.028875035003898847
ROBOT_VACUUMING,neg_zscore_mid_50,10,mid,9991,0.009166847241102293
ROBOT_VACUUMING,neg_zscore_mid_50,10,high,9971,0.008976271227968418
ROBOT_VACUUMING,neg_zscore_mid_50,100,low,9870,-0.0025738802386330913
ROBOT_VACUUMING,neg_zscore_mid_50,100,mid,9866,0.014334827366423332
ROBOT_VACUUMING,neg_zscore_mid_50,100,high,9897,-0.02332159930916077
ROBOT_VACUUMING,neg_zscore_mid_50,1000,low,8890,0.02752165394107283
ROBOT_VACUUMING,neg_zscore_mid_50,1000,mid,9086,0.041712808315130016
ROBOT_VACUUMING,neg_zscore_mid_50,1000,high,8957,0.016771836959715274
ROBOT_VACUUMING,neg_zscore_vwap_50,1,low,9327,0.0009003895586708664
ROBOT_VACUUMING,neg_zscore_vwap_50,1,mid,9193,-0.01624422578821034
ROBOT_VACUUMING,neg_zscore_vwap_50,1,high,9350,0.004867038474520991
ROBOT_VACUUMING,neg_zscore_vwap_50,10,low,9318,0.012184791691020963
ROBOT_VACUUMING,neg_zscore_vwap_50,10,mid,9193,-0.022315133301751545
ROBOT_VACUUMING,neg_zscore_vwap_50,10,high,9332,0.0049577552111977
ROBOT_VACUUMING,neg_zscore_vwap_50,100,low,9247,-0.015365892674373187
ROBOT_VACUUMING,neg_zscore_vwap_50,100,mid,9068,-0.028955639615482445
ROBOT_VACUUMING,neg_zscore_vwap_50,100,high,9258,-0.040983480566051014
ROBOT_VACUUMING,neg_zscore_vwap_50,1000,low,8304,0.050421575406696624
ROBOT_VACUUMING,neg_zscore_vwap_50,1000,mid,8321,0.042425847697038215
ROBOT_VACUUMING,neg_zscore_vwap_50,1000,high,8359,0.029006901669408492
ROBOT_VACUUMING,obi_l1,1,low,9990,0.031857796654310225
ROBOT_VACUUMING,obi_l1,1,mid,9991,0.014460034381777214
ROBOT_VACUUMING,obi_l1,1,high,9989,0.03360674155915772
ROBOT_VACUUMING,obi_l1,10,low,9981,0.023747755352843927
ROBOT_VACUUMING,obi_l1,10,mid,9991,0.0021597996954241722
ROBOT_VACUUMING,obi_l1,10,high,9971,0.013117655452721715
ROBOT_VACUUMING,obi_l1,100,low,9910,0.008291961138237628
ROBOT_VACUUMING,obi_l1,100,mid,9866,-0.005223877885828877
ROBOT_VACUUMING,obi_l1,100,high,9897,0.015609260109558862
ROBOT_VACUUMING,obi_l1,1000,low,8930,-0.009664803375902227
ROBOT_VACUUMING,obi_l1,1000,mid,9086,-0.025603165825588334
ROBOT_VACUUMING,obi_l1,1000,high,8957,-0.004577455342442213
ROBOT_VACUUMING,obi_l3,1,low,9990,-0.037344699540811106
ROBOT_VACUUMING,obi_l3,1,mid,9991,-0.027129496902009102
ROBOT_VACUUMING,obi_l3,1,high,9989,-0.032641738254321075
ROBOT_VACUUMING,obi_l3,10,low,9981,-0.017740452211499
ROBOT_VACUUMING,obi_l3,10,mid,9991,-0.017393333025189216
ROBOT_VACUUMING,obi_l3,10,high,9971,-0.0015440582329824912
ROBOT_VACUUMING,obi_l3,100,low,9910,-0.011077232248601262
ROBOT_VACUUMING,obi_l3,100,mid,9866,0.00783926736434885
ROBOT_VACUUMING,obi_l3,100,high,9897,-0.006680047226668932
ROBOT_VACUUMING,obi_l3,1000,low,8930,0.0021558306088732965
ROBOT_VACUUMING,obi_l3,1000,mid,9086,-6.364047878583333e-05
ROBOT_VACUUMING,obi_l3,1000,high,8957,-0.004410505195531738
ROBOT_VACUUMING,momentum_10,1,low,9989,0.0035590693125176266
ROBOT_VACUUMING,momentum_10,1,mid,9991,-0.010934108281734753
ROBOT_VACUUMING,momentum_10,1,high,9989,-0.009391667337280989
ROBOT_VACUUMING,momentum_10,10,low,9980,-0.021826726501405793
ROBOT_VACUUMING,momentum_10,10,mid,9991,-0.01619970572870819
ROBOT_VACUUMING,momentum_10,10,high,9971,-0.011995802486180734
ROBOT_VACUUMING,momentum_10,100,low,9909,-0.001834995501028316
ROBOT_VACUUMING,momentum_10,100,mid,9866,-0.007450913327606738
ROBOT_VACUUMING,momentum_10,100,high,9897,0.013198987006642949
ROBOT_VACUUMING,momentum_10,1000,low,8929,-0.016513219399387064
ROBOT_VACUUMING,momentum_10,1000,mid,9086,-0.020437486800563936
ROBOT_VACUUMING,momentum_10,1000,high,8957,0.00500519485466646
ROBOT_VACUUMING,neg_spread,1,low,9990,0.005003238838946857
ROBOT_VACUUMING,neg_spread,1,mid,9991,0.008739679925451469
ROBOT_VACUUMING,neg_spread,1,high,9989,0.016822613937607332
ROBOT_VACUUMING,neg_spread,10,low,9981,-0.008170760759453199
ROBOT_VACUUMING,neg_spread,10,mid,9991,0.012950388728834717
ROBOT_VACUUMING,neg_spread,10,high,9971,0.0020790577352611554
ROBOT_VACUUMING,neg_spread,100,low,9910,0.05718274676858144
ROBOT_VACUUMING,neg_spread,100,mid,9866,0.03390784746332553
ROBOT_VACUUMING,neg_spread,100,high,9897,-0.004538090807487574
ROBOT_VACUUMING,neg_spread,1000,low,8930,0.10309097558539441
ROBOT_VACUUMING,neg_spread,1000,mid,9086,0.0976718846981473
ROBOT_VACUUMING,neg_spread,1000,high,8957,0.0907266791863105
ROBOT_VACUUMING,trade_imbalance,1,low,9990,-0.012031653008120799
ROBOT_VACUUMING,trade_imbalance,1,mid,9991,0.007118677721455343
ROBOT_VACUUMING,trade_imbalance,1,high,9989,0.0058580679852350765
ROBOT_VACUUMING,trade_imbalance,10,low,9981,-0.032004169719406166
ROBOT_VACUUMING,trade_imbalance,10,mid,9991,0.032135360642815136
ROBOT_VACUUMING,trade_imbalance,10,high,9971,-0.017290965174463883
ROBOT_VACUUMING,trade_imbalance,100,low,9910,0.02772476931469822
ROBOT_VACUUMING,trade_imbalance,100,mid,9866,0.018281590852495314
ROBOT_VACUUMING,trade_imbalance,100,high,9897,-0.026988601996050778
ROBOT_VACUUMING,trade_imbalance,1000,low,8930,0.08062437539298271
ROBOT_VACUUMING,trade_imbalance,1000,mid,9086,0.01629661308593918
ROBOT_VACUUMING,trade_imbalance,1000,high,8957,-0.043455946293933644
ROBOT_MOPPING,neg_zscore_mid_50,1,low,9966,0.016534149910194276
ROBOT_MOPPING,neg_zscore_mid_50,1,mid,9983,0.012019077045941726
ROBOT_MOPPING,neg_zscore_mid_50,1,high,9981,0.004126745801943441
ROBOT_MOPPING,neg_zscore_mid_50,10,low,9957,0.0037438066640942988
ROBOT_MOPPING,neg_zscore_mid_50,10,mid,9966,0.015744589377971525
ROBOT_MOPPING,neg_zscore_mid_50,10,high,9980,0.0005111306093646159
ROBOT_MOPPING,neg_zscore_mid_50,100,low,9862,0.03727102800909903
ROBOT_MOPPING,neg_zscore_mid_50,100,mid,9805,0.009922431920811638
ROBOT_MOPPING,neg_zscore_mid_50,100,high,9966,0.00990015837964299
ROBOT_MOPPING,neg_zscore_mid_50,1000,low,8934,0.015023073584302013
ROBOT_MOPPING,neg_zscore_mid_50,1000,mid,8975,-0.02442594324842252
ROBOT_MOPPING,neg_zscore_mid_50,1000,high,9024,-0.08206363867416468
ROBOT_MOPPING,neg_zscore_vwap_50,1,low,9653,0.011072700977525522
ROBOT_MOPPING,neg_zscore_vwap_50,1,mid,9670,-0.020683302153423223
ROBOT_MOPPING,neg_zscore_vwap_50,1,high,9643,0.010518263971204258
ROBOT_MOPPING,neg_zscore_vwap_50,10,low,9644,0.0005435699187776016
ROBOT_MOPPING,neg_zscore_vwap_50,10,mid,9653,-0.019147282102515352
ROBOT_MOPPING,neg_zscore_vwap_50,10,high,9642,0.006060317373421341
ROBOT_MOPPING,neg_zscore_vwap_50,100,low,9549,-0.049306025292597
ROBOT_MOPPING,neg_zscore_vwap_50,100,mid,9492,-0.004612433057927909
ROBOT_MOPPING,neg_zscore_vwap_50,100,high,9628,-0.0032683033174022956
ROBOT_MOPPING,neg_zscore_vwap_50,1000,low,8621,-0.03513599199530565
ROBOT_MOPPING,neg_zscore_vwap_50,1000,mid,8662,0.030236955635236762
ROBOT_MOPPING,neg_zscore_vwap_50,1000,high,8686,-0.03554317852826369
ROBOT_MOPPING,obi_l1,1,low,9990,0.025798606625709146
ROBOT_MOPPING,obi_l1,1,mid,9990,0.01876992249596726
ROBOT_MOPPING,obi_l1,1,high,9990,-0.007973367824237958
ROBOT_MOPPING,obi_l1,10,low,9981,0.013103324380850169
ROBOT_MOPPING,obi_l1,10,mid,9973,0.0002557343545578009
ROBOT_MOPPING,obi_l1,10,high,9989,0.003980491409549338
ROBOT_MOPPING,obi_l1,100,low,9886,0.011943145753277594
ROBOT_MOPPING,obi_l1,100,mid,9812,-0.010042369596618396
ROBOT_MOPPING,obi_l1,100,high,9975,0.012213846529905807
ROBOT_MOPPING,obi_l1,1000,low,8958,0.005447267632471883
ROBOT_MOPPING,obi_l1,1000,mid,8982,-0.0007098105237479579
ROBOT_MOPPING,obi_l1,1000,high,9033,0.004936805604025176
ROBOT_MOPPING,obi_l3,1,low,9990,-0.0214195902093772
ROBOT_MOPPING,obi_l3,1,mid,9990,-0.030014031257232406
ROBOT_MOPPING,obi_l3,1,high,9990,-0.02992268109507882
ROBOT_MOPPING,obi_l3,10,low,9981,0.0017386550487491117
ROBOT_MOPPING,obi_l3,10,mid,9973,0.008546953619893704
ROBOT_MOPPING,obi_l3,10,high,9989,-0.0052322271761746746
ROBOT_MOPPING,obi_l3,100,low,9886,-0.004949629071534965
ROBOT_MOPPING,obi_l3,100,mid,9812,-0.006806468175356238
ROBOT_MOPPING,obi_l3,100,high,9975,-0.021518739514109507
ROBOT_MOPPING,obi_l3,1000,low,8958,0.0005148723952771714
ROBOT_MOPPING,obi_l3,1000,mid,8982,0.005370571759624925
ROBOT_MOPPING,obi_l3,1000,high,9033,-0.006057167083661681
ROBOT_MOPPING,momentum_10,1,low,9989,-0.021598771126430157
ROBOT_MOPPING,momentum_10,1,mid,9990,-0.01607105465529661
ROBOT_MOPPING,momentum_10,1,high,9990,0.0018953108012891525
ROBOT_MOPPING,momentum_10,10,low,9980,-0.007344490617174195
ROBOT_MOPPING,momentum_10,10,mid,9973,-0.0361232762104761
ROBOT_MOPPING,momentum_10,10,high,9989,0.011797252416145359
ROBOT_MOPPING,momentum_10,100,low,9885,-0.014624606159489066
ROBOT_MOPPING,momentum_10,100,mid,9812,-0.0036835457057954844
ROBOT_MOPPING,momentum_10,100,high,9975,-0.024256510543495483
ROBOT_MOPPING,momentum_10,1000,low,8957,0.003188413869581815
ROBOT_MOPPING,momentum_10,1000,mid,8982,0.012656626100680657
ROBOT_MOPPING,momentum_10,1000,high,9033,0.036272468682366096
ROBOT_MOPPING,neg_spread,1,low,9990,0.01464817997878935
ROBOT_MOPPING,neg_spread,1,mid,9990,-0.006663799789956195
ROBOT_MOPPING,neg_spread,1,high,9990,0.034330972163772205
ROBOT_MOPPING,neg_spread,10,low,9981,-0.006368390026020254
ROBOT_MOPPING,neg_spread,10,mid,9973,-0.011456680192266328
ROBOT_MOPPING,neg_spread,10,high,9989,0.04146663444064264
ROBOT_MOPPING,neg_spread,100,low,9886,0.0059364664065748906
ROBOT_MOPPING,neg_spread,100,mid,9812,0.04862860196507746
ROBOT_MOPPING,neg_spread,100,high,9975,0.0644428974087065
ROBOT_MOPPING,neg_spread,1000,low,8958,0.1281154826103964
ROBOT_MOPPING,neg_spread,1000,mid,8982,0.13051126792250925
ROBOT_MOPPING,neg_spread,1000,high,9033,0.12725752792217954
ROBOT_MOPPING,trade_imbalance,1,low,9990,0.007646256923215468
ROBOT_MOPPING,trade_imbalance,1,mid,9990,-0.006022956643310807
ROBOT_MOPPING,trade_imbalance,1,high,9990,0.002322155357052323
ROBOT_MOPPING,trade_imbalance,10,low,9981,0.015156368006322186
ROBOT_MOPPING,trade_imbalance,10,mid,9973,-0.03160773681163037
ROBOT_MOPPING,trade_imbalance,10,high,9989,0.007131321703572927
ROBOT_MOPPING,trade_imbalance,100,low,9886,0.11046337311693497
ROBOT_MOPPING,trade_imbalance,100,mid,9812,0.027951559774301315
ROBOT_MOPPING,trade_imbalance,100,high,9975,-0.041036190163016587
ROBOT_MOPPING,trade_imbalance,1000,low,8958,0.002865956336191404
ROBOT_MOPPING,trade_imbalance,1000,mid,8982,0.011816742950180236
ROBOT_MOPPING,trade_imbalance,1000,high,9033,0.005172561118875504
ROBOT_DISHES,neg_zscore_mid_50,1,low,9953,0.08031814743680608
ROBOT_DISHES,neg_zscore_mid_50,1,mid,9985,0.09058836858393485
ROBOT_DISHES,neg_zscore_mid_50,1,high,9991,0.1655173869951617
ROBOT_DISHES,neg_zscore_mid_50,10,low,9938,0.022848821551392173
ROBOT_DISHES,neg_zscore_mid_50,10,mid,9973,0.04570009986701319
ROBOT_DISHES,neg_zscore_mid_50,10,high,9991,0.19364741503602229
ROBOT_DISHES,neg_zscore_mid_50,100,low,9785,0.009005703232503378
ROBOT_DISHES,neg_zscore_mid_50,100,mid,9929,0.006146890419572088
ROBOT_DISHES,neg_zscore_mid_50,100,high,9918,0.041035026268011136
ROBOT_DISHES,neg_zscore_mid_50,1000,low,8882,0.014287684492472143
ROBOT_DISHES,neg_zscore_mid_50,1000,mid,9071,0.043906772520096095
ROBOT_DISHES,neg_zscore_mid_50,1000,high,8979,0.06907532797658289
ROBOT_DISHES,neg_zscore_vwap_50,1,low,9673,0.01100158654090521
ROBOT_DISHES,neg_zscore_vwap_50,1,mid,9828,0.0015693597637367687
ROBOT_DISHES,neg_zscore_vwap_50,1,high,9692,0.0033446994596907018
ROBOT_DISHES,neg_zscore_vwap_50,10,low,9658,0.036775197378790266
ROBOT_DISHES,neg_zscore_vwap_50,10,mid,9816,0.004555721562098255
ROBOT_DISHES,neg_zscore_vwap_50,10,high,9692,-0.005431823316176304
ROBOT_DISHES,neg_zscore_vwap_50,100,low,9534,0.027781061317495394
ROBOT_DISHES,neg_zscore_vwap_50,100,mid,9777,-0.006713418453838575
ROBOT_DISHES,neg_zscore_vwap_50,100,high,9631,-0.02247078773208594
ROBOT_DISHES,neg_zscore_vwap_50,1000,low,8714,0.01741008005247053
ROBOT_DISHES,neg_zscore_vwap_50,1000,mid,8941,0.09950471470486391
ROBOT_DISHES,neg_zscore_vwap_50,1000,high,8767,0.05697984708057275
ROBOT_DISHES,obi_l1,1,low,9989,0.009199759252407699
ROBOT_DISHES,obi_l1,1,mid,9990,0.00031809673612581967
ROBOT_DISHES,obi_l1,1,high,9991,-0.0025622214552970994
ROBOT_DISHES,obi_l1,10,low,9974,0.0064533173827860555
ROBOT_DISHES,obi_l1,10,mid,9978,0.010376106686939047
ROBOT_DISHES,obi_l1,10,high,9991,0.007841606001711297
ROBOT_DISHES,obi_l1,100,low,9821,-0.002637267681684641
ROBOT_DISHES,obi_l1,100,mid,9934,0.014622366696570242
ROBOT_DISHES,obi_l1,100,high,9918,-0.0007781930392064433
ROBOT_DISHES,obi_l1,1000,low,8918,-0.006886508939118583
ROBOT_DISHES,obi_l1,1000,mid,9076,0.013773333996562073
ROBOT_DISHES,obi_l1,1000,high,8979,0.008789713973403196
ROBOT_DISHES,obi_l3,1,low,9989,-0.025689710195723393
ROBOT_DISHES,obi_l3,1,mid,9990,-0.02845413675534789
ROBOT_DISHES,obi_l3,1,high,9991,-0.01462354022597487
ROBOT_DISHES,obi_l3,10,low,9974,-0.018801260777987397
ROBOT_DISHES,obi_l3,10,mid,9978,-0.012517256929446833
ROBOT_DISHES,obi_l3,10,high,9991,-0.0068812592185928485
ROBOT_DISHES,obi_l3,100,low,9821,-0.00919508199965963
ROBOT_DISHES,obi_l3,100,mid,9934,0.001680289683689485
ROBOT_DISHES,obi_l3,100,high,9918,-0.00039258324890311275
ROBOT_DISHES,obi_l3,1000,low,8918,-0.029057050062301883
ROBOT_DISHES,obi_l3,1000,mid,9076,0.014036136392837417
ROBOT_DISHES,obi_l3,1000,high,8979,0.0009306284165849963
ROBOT_DISHES,momentum_10,1,low,9988,-0.07320185480660991
ROBOT_DISHES,momentum_10,1,mid,9990,-0.1164271857009513
ROBOT_DISHES,momentum_10,1,high,9991,-0.1893210592183879
ROBOT_DISHES,momentum_10,10,low,9973,-0.00994485692184933
