day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
3;0;PICNIC_BASKET;73997;2;73996;14;73994;30;74008;2;74009;14;74010;30;74002.5;0.0
3;0;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3094.0;0.0
3;0;BERRIES;3905;14;3904;52;;;3912;14;3913;52;;;3908.5;0.0
3;0;BAGUETTE;12381;47;12380;56;;;12383;103;;;;;12382.0;0.0
3;0;PEARLS;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;0.0
3;0;DIVING_GEAR;100187;21;;;;;100190;21;;;;;100188.5;0.0
3;0;PINA_COLADAS;14849;21;14848;51;;;14852;72;;;;;14850.5;0.0
3;0;COCONUTS;7912;4;7911;148;;;7914;209;;;;;7913.0;-55.78125
3;0;DIP;7020;181;;;;;7022;181;;;;;7021.0;0.0
3;0;UKULELE;20697;30;20696;42;;;20698;72;;;;;20697.5;0.0
3;0;BANANAS;4792;27;;;;;4798;2;4799;25;;;4795.0;0.0
3;100;PINA_COLADAS;14849;92;;;;;14852;92;;;;;14850.5;0.0
3;100;DIP;7019;189;;;;;7021;189;;;;;7020.0;0.5703125
3;100;PICNIC_BASKET;73984;2;73983;10;73982;20;73995;2;73996;10;73998;20;73989.5;0.0
3;100;PEARLS;9996;2;9995;28;;;9998;1;10004;2;10005;28;9997.0;0.0
3;100;DIVING_GEAR;100194;8;100193;10;;;100196;8;100197;10;;;100195.0;0.0
3;100;BERRIES;3905;10;3904;48;;;3912;58;;;;;3908.5;0.0
3;100;COCONUTS;7912;171;;;;;7915;171;;;;;7913.5;-92.3125
3;100;UKULELE;20695;57;;;;;20697;57;;;;;20696.0;0.0
3;100;BAGUETTE;12385;143;;;;;12387;56;12388;87;;;12386.0;0.0
3;100;BANANAS;4792;30;;;;;4798;2;4799;28;;;4795.0;0.0
3;100;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3094.0;0.0
3;200;PEARLS;9995;20;;;;;10005;20;;;;;10000.0;-2.0
3;200;DIVING_GEAR;100200;21;;;;;100203;21;;;;;100201.5;0.0
3;200;PINA_COLADAS;14849;83;;;;;14852;83;;;;;14850.5;0.0
3;200;COCONUTS;7912;57;7911;135;;;7914;192;;;;;7913.0;-56.125
3;200;DIP;7018;75;7017;153;;;7020;228;;;;;7019.0;7.86328125
3;200;UKULELE;20696;67;;;;;20697;25;20698;42;;;20696.5;0.0
3;200;BANANAS;4792;20;;;;;4799;20;;;;;4795.5;0.0
3;200;PICNIC_BASKET;74001;14;74000;25;;;74015;14;74016;25;;;74008.0;0.0
3;200;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3094.0;0.0
3;200;BERRIES;3905;14;3904;55;;;3912;14;3913;55;;;3908.5;0.0
3;200;BAGUETTE;12383;107;;;;;12385;107;;;;;12384.0;0.0
3;300;COCONUTS;7912;181;;;;;7915;181;;;;;7913.5;-88.46875
3;300;BERRIES;3905;19;3904;44;;;3911;19;3912;44;;;3908.0;-21.5859375
3;300;UKULELE;20696;64;;;;;20698;64;;;;;20697.0;0.203125
3;300;BAGUETTE;12385;42;12384;53;;;12387;95;;;;;12386.0;0.0
3;300;BANANAS;4793;1;4792;20;;;4799;21;;;;;4796.0;0.0
3;300;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3094.0;0.0
3;300;PINA_COLADAS;14852;33;14851;68;;;14854;33;14855;68;;;14853.0;0.0
3;300;DIP;7017;252;;;;;7019;252;;;;;7018.0;11.453125
3;300;PEARLS;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;-2.0
3;300;DIVING_GEAR;100204;27;;;;;100207;27;;;;;100205.5;0.0
3;300;PICNIC_BASKET;74006;1;74005;19;74004;22;74018;1;74019;19;74020;22;74012.0;0.0
3;400;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3093.0;0.0
3;400;PICNIC_BASKET;74014;19;74013;21;;;74028;19;74029;21;;;74021.0;0.0
3;400;BERRIES;3905;19;3904;47;;;3912;19;3913;47;;;3908.5;-24.76953125
3;400;BAGUETTE;12388;39;12387;78;;;12390;117;;;;;12389.0;0.0
3;400;PEARLS;9995;30;;;;;10005;30;;;;;10000.0;-2.0
3;400;DIVING_GEAR;100211;28;;;;;100214;28;;;;;100212.5;0.0
3;400;PINA_COLADAS;14852;40;14851;63;;;14854;40;14855;63;;;14853.0;0.0
3;400;COCONUTS;7911;172;;;;;7914;172;;;;;7912.5;-21.875
3;400;DIP;7019;78;7018;189;;;7020;78;7021;189;;;7019.5;-0.2890625
3;400;UKULELE;20696;21;20695;47;;;20697;21;20698;47;;;20696.5;1.0
3;400;BANANAS;4792;30;;;;;4799;30;;;;;4795.5;0.0
3;500;PINA_COLADAS;14854;36;14853;59;;;14857;95;;;;;14855.5;0.0
3;500;DIP;7018;286;;;;;7020;286;;;;;7019.0;8.4296875
3;500;PEARLS;10000;6;9995;22;;;10005;22;;;;;10002.5;-2.0
3;500;DIVING_GEAR;100210;26;;;;;100213;26;;;;;100211.5;0.0
3;500;PICNIC_BASKET;74009;16;74008;27;;;74023;16;74024;27;;;74016.0;0.0
3;500;COCONUTS;7912;206;;;;;7914;63;7915;143;;;7913.0;-62.90625
3;500;BERRIES;3905;16;3904;49;;;3912;16;3913;49;;;3908.5;-23.10546875
3;500;UKULELE;20696;27;20695;36;;;20697;63;;;;;20696.5;1.453125
3;500;BAGUETTE;12384;131;;;;;12386;45;12387;86;;;12385.0;0.0
3;500;BANANAS;4793;22;;;;;4800;22;;;;;4796.5;0.0
3;500;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3093.0;0.0
3;600;PEARLS;9995;29;;;;;10005;29;;;;;10000.0;-2.0
3;600;DIVING_GEAR;100209;9;100208;20;;;100211;9;100212;20;;;100210.0;0.0
3;600;PINA_COLADAS;14854;91;;;;;14857;91;;;;;14855.5;0.0
3;600;COCONUTS;7912;192;;;;;7915;192;;;;;7913.5;-79.6875
