day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
1;0;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3047.0;0.0
1;0;PINA_COLADAS;15013;34;15012;54;;;15016;88;;;;;15014.5;0.0
1;0;DIP;6999;237;;;;;7001;237;;;;;7000.0;0.0
1;0;BAGUETTE;11999;90;;;;;12001;90;;;;;12000.0;0.0
1;0;PICNIC_BASKET;73358;12;73357;27;;;73372;12;73373;27;;;73365.0;0.0
1;0;BERRIES;3916;12;3915;44;;;3923;12;3924;44;;;3919.5;0.0
1;0;DIVING_GEAR;98903;10;98902;12;;;98905;10;98906;12;;;98904.0;0.0
1;0;BANANAS;4871;9;4870;23;;;4877;23;;;;;4874.0;0.0
1;0;COCONUTS;8003;200;;;;;8006;200;;;;;8004.5;0.0
1;0;PEARLS;9998;9;9995;23;;;10005;23;;;;;10001.5;0.0
1;0;UKULELE;20999;61;;;;;21001;61;;;;;21000.0;0.0
1;100;DIVING_GEAR;98898;19;;;;;98901;19;;;;;98899.5;0.0
1;100;BANANAS;4875;1;4871;4;4870;22;4877;22;;;;;4876.0;0.0
1;100;COCONUTS;8003;44;8002;104;;;8005;148;;;;;8004.0;0.0
1;100;PINA_COLADAS;15012;35;15011;29;15010;52;15013;29;15014;52;;;15012.5;0.0
1;100;PEARLS;10002;1;10000;2;9998;4;10004;1;10005;21;;;10003.0;0.0
1;100;DIP;7001;52;7000;137;;;7002;52;7003;137;;;7001.5;0.0
1;100;UKULELE;21002;56;;;;;21004;56;;;;;21003.0;0.0
1;100;BAGUETTE;12001;108;;;;;12003;108;;;;;12002.0;0.0
1;100;PICNIC_BASKET;73378;1;73377;12;73376;20;73389;1;73390;12;73391;20;73383.5;0.0
1;100;BERRIES;3916;12;3915;47;;;3923;12;3924;47;;;3919.5;0.0
1;100;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3047.0;0.0
1;200;DIVING_GEAR;98898;20;;;;;98901;20;;;;;98899.5;0.0
1;200;BANANAS;4870;22;;;;;4876;22;;;;;4873.0;1.96630859375
1;200;PEARLS;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;2.0
1;200;COCONUTS;8003;195;;;;;8005;62;8006;133;;;8004.0;0.0
1;200;UKULELE;21008;26;21007;36;;;21009;62;;;;;21008.5;0.0
1;200;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3048.0;0.0
1;200;PINA_COLADAS;15015;35;15014;74;;;15018;109;;;;;15016.5;0.0
1;200;DIP;7001;209;;;;;7002;11;7003;209;;;7001.5;0.0
1;200;BAGUETTE;12002;57;12001;98;;;12003;57;12004;98;;;12002.5;0.0
1;200;PICNIC_BASKET;73379;1;73378;15;73377;26;73391;1;73392;15;73393;26;73385.0;0.0
1;200;BERRIES;3916;15;3915;48;;;3923;15;3924;48;;;3919.5;0.0
1;300;UKULELE;21000;54;;;;;21001;16;21002;38;;;21000.5;0.0
1;300;BAGUETTE;12003;38;12002;64;;;12004;38;12005;64;;;12003.5;0.0
1;300;PICNIC_BASKET;73364;14;73363;16;;;73378;14;73379;16;;;73371.0;0.0
