product,from,to,p
SNACKPACK_CHOCOLATE,low,low,0.9666666666666667
SNACKPACK_CHOCOLATE,low,mid,0.03333333333333333
SNACKPACK_CHOCOLATE,low,high,0.0
SNACKPACK_CHOCOLATE,mid,low,0.03323656021623786
SNACKPACK_CHOCOLATE,mid,mid,0.9335268795675242
SNACKPACK_CHOCOLATE,mid,high,0.03323656021623786
SNACKPACK_CHOCOLATE,high,low,0.0
SNACKPACK_CHOCOLATE,high,mid,0.0332299069162246
SNACKPACK_CHOCOLATE,high,high,0.9667700930837754
SNACKPACK_VANILLA,low,low,0.9637601361497647
SNACKPACK_VANILLA,low,mid,0.03623986385023526
SNACKPACK_VANILLA,low,high,0.0
SNACKPACK_VANILLA,mid,low,0.03623623623623624
SNACKPACK_VANILLA,mid,mid,0.9317317317317317
SNACKPACK_VANILLA,mid,high,0.03203203203203203
SNACKPACK_VANILLA,high,low,0.0
SNACKPACK_VANILLA,high,mid,0.032028825943349014
SNACKPACK_VANILLA,high,high,0.967971174056651
SNACKPACK_RASPBERRY,low,low,0.9625625625625626
SNACKPACK_RASPBERRY,low,mid,0.03743743743743744
SNACKPACK_RASPBERRY,low,high,0.0
SNACKPACK_RASPBERRY,mid,low,0.03733733733733734
SNACKPACK_RASPBERRY,mid,mid,0.931031031031031
SNACKPACK_RASPBERRY,mid,high,0.03163163163163163
SNACKPACK_RASPBERRY,high,low,0.0
SNACKPACK_RASPBERRY,high,mid,0.03153153153153153
SNACKPACK_RASPBERRY,high,high,0.9684684684684685
SNACKPACK_STRAWBERRY,low,low,0.9626626626626626
SNACKPACK_STRAWBERRY,low,mid,0.03733733733733734
SNACKPACK_STRAWBERRY,low,high,0.0
SNACKPACK_STRAWBERRY,mid,low,0.037137137137137136
SNACKPACK_STRAWBERRY,mid,mid,0.9304304304304304
SNACKPACK_STRAWBERRY,mid,high,0.032432432432432434
SNACKPACK_STRAWBERRY,high,low,0.0
SNACKPACK_STRAWBERRY,high,mid,0.032332332332332334
SNACKPACK_STRAWBERRY,high,high,0.9676676676676677
SNACKPACK_PISTACHIO,low,low,0.9636673005705134
SNACKPACK_PISTACHIO,low,mid,0.03633269942948654
SNACKPACK_PISTACHIO,low,high,0.0
SNACKPACK_PISTACHIO,mid,low,0.03613975372910201
SNACKPACK_PISTACHIO,mid,mid,0.9322254479927921
SNACKPACK_PISTACHIO,mid,high,0.03163479827810592
SNACKPACK_PISTACHIO,high,low,0.0
SNACKPACK_PISTACHIO,high,mid,0.03153153153153153
SNACKPACK_PISTACHIO,high,high,0.9684684684684685
