product,signal,ic_h1,n_h1,t_h1,p_h1,ic_h10,n_h10,t_h10,p_h10,ic_h100,n_h100,t_h100,p_h100,ic_h1000,n_h1000,t_h1000,p_h1000,significant
SNACKPACK_CHOCOLATE,neg_zscore_mid_50,0.005285291547324001,29948,0.9242471064477862,0.35535767478491564,-0.008137385823101098,29921,-0.5749983410033362,0.5652924189908304,-0.022330012318481102,29651,-0.8074233651983189,0.419422609942534,0.03355192456696147,26951,1.2214963076021657,0.22189816279296615,False
SNACKPACK_CHOCOLATE,neg_zscore_vwap_50,0.0024687966626719695,27250,0.40770418371894485,0.6834908655586365,0.010506386799316108,27232,0.767777048600589,0.44261965222605815,0.01883244602781648,26984,0.735010754903359,0.4623329441938884,0.05505200789549655,24502,2.152787099597753,0.03133541446564081,False
SNACKPACK_CHOCOLATE,obi_l1,0.11780316553948861,29997,19.971638199813878,0.0,0.04062482249374212,29970,7.235523682743665,4.636291350834654e-13,0.01734051974421511,29700,3.166435173662061,0.001543197383683248,-0.009358975685606506,27000,-1.7158936228959214,0.08618151412451658,True
SNACKPACK_CHOCOLATE,obi_l3,-0.11376129396797345,29997,-19.384667972276777,0.0,-0.03712894306364907,29970,-6.4812075682663135,9.099143660762365e-11,-0.017222263479926475,29700,-2.9834805120909724,0.0028499018386283215,0.009130554985718525,27000,1.7170966510487309,0.08596151400162011,True
SNACKPACK_CHOCOLATE,momentum_10,-0.00888734088556039,29987,-1.5534601345291787,0.12031324616213168,0.003900724044219605,29960,0.30089898206652466,0.7634915265608619,0.00937740980092469,29690,0.526918831555054,0.5982499559389391,-0.021413416601459213,26990,-1.2885444822758154,0.19755649495149807,False
SNACKPACK_CHOCOLATE,neg_spread,0.010700744735848533,29997,1.5868238587301713,0.11255254358493394,0.013034251132251045,29970,2.121231092381112,0.033902359939312454,0.034309808073375345,29700,3.1338628043558545,0.0017252149832898134,0.08846285489368451,27000,3.0867549727878445,0.0020235432105089046,True
SNACKPACK_CHOCOLATE,trade_imbalance,0.0017498150103109436,29997,0.30465331249236577,0.7606302113868582,-0.015780931140789285,29970,-1.1086644690082752,0.2675749552035165,-0.026981494300526106,29700,-1.0262474307517293,0.3047749694680433,-0.04451081325378583,27000,-1.5481800183824177,0.12157896083282482,False
SNACKPACK_VANILLA,neg_zscore_mid_50,0.0034445926120341055,29948,0.6034951599936376,0.5461793343587173,-0.013003853788317364,29921,-0.9170398819702762,0.3591217417720802,-0.029371969025908672,29651,-1.0315818538207115,0.3022680447638688,0.020265808145416158,26951,0.6906790477220225,0.4897672592054514,False
SNACKPACK_VANILLA,neg_zscore_vwap_50,0.0018942950138278137,27522,0.3127588728766868,0.7544638635603298,0.005619202060423033,27495,0.40384156124599674,0.6863292319318157,-0.017069836894935544,27227,-0.6113938265203154,0.5409388886587694,-0.014026259496599787,24789,-0.47597431205911206,0.6340926787697079,False
SNACKPACK_VANILLA,obi_l1,0.11360833902785362,29997,19.341518729221875,0.0,0.03400177925880369,29970,6.0870288566405995,1.1502525598672264e-09,0.007185131421236784,29700,1.3161529788198045,0.18812270219231197,0.016838317811232215,27000,2.793542970715488,0.005213410198356749,True
SNACKPACK_VANILLA,obi_l3,-0.10639849567721404,29997,-18.079499660940254,0.0,-0.03352875427299592,29970,-5.839112673533928,5.247956957887823e-09,-0.005968994676360711,29700,-1.0380364585512494,0.29925308174843335,-0.015690088934452576,27000,-2.6944810006239774,0.007049834574216929,True
SNACKPACK_VANILLA,momentum_10,-0.005495802657765478,29987,-0.9631746693619971,0.33545987473600114,0.011246057571162165,29960,0.8667661361721235,0.38607016008990946,0.014193359705471179,29690,0.7821085899274628,0.434150758937196,-0.014141699138567216,26990,-0.8123297975390344,0.4166024169194005,False
SNACKPACK_VANILLA,neg_spread,0.018815213134223425,29997,2.809692592265113,0.004958883974150563,0.011812192426506107,29970,1.9113618702986708,0.055958093173388956,0.02480485902556529,29700,2.4819541442816773,0.013066408895702875,0.08867500664897983,27000,3.0086286834688933,0.0026242963821025977,True
SNACKPACK_VANILLA,trade_imbalance,-0.002252205613576433,29997,-0.39049660500765276,0.6961693652626102,0.01248863659285249,29970,0.875557883996318,0.3812704295380813,0.02763879723180086,29700,1.072969690670964,0.28328471539875566,0.050569956614589885,27000,1.7840616602236126,0.07441364634570213,False
SNACKPACK_RASPBERRY,neg_zscore_mid_50,0.011038341253934962,29948,1.9119132622240287,0.055887320324052636,0.03785756542764253,29921,2.723401514004338,0.00646134772592144,0.022634641477792105,29651,0.8767698787677224,0.3806116427706647,0.05134959993819195,26951,2.5108526184722564,0.012043996870544804,True
SNACKPACK_RASPBERRY,neg_zscore_vwap_50,0.0002268551509055209,27539,0.03755888840160498,0.9700393870791226,-0.010124900110058208,27521,-0.7556468212298327,0.4498609758088892,0.007756357342349148,27273,0.2926425376589389,0.7697953960591124,0.03229237762709494,24818,1.5993679451349323,0.10973887041948971,False
SNACKPACK_RASPBERRY,obi_l1,0.10192670019963725,29997,17.624392320862402,0.0,0.035294169099507326,29970,6.114903925815515,9.661516031655992e-10,0.007487719533055552,29700,1.3020330568609526,0.1929050854736052,0.0017733165248790823,27000,0.35823091862340906,0.7201705108152323,True
SNACKPACK_RASPBERRY,obi_l3,-0.09121952479501032,29997,-15.70606548865133,0.0,-0.03290357152597689,29970,-5.695173483277827,1.232465374201297e-08,-0.007935032203145368,29700,-1.411080656563708,0.15822083291359013,0.0003301822781638821,27000,0.059057152499585715,0.9529065863928201,True
SNACKPACK_RASPBERRY,momentum_10,-0.008424640671658505,29987,-1.4829471366723166,0.1380884564271021,-0.038076714343431,29960,-2.955403905954029,0.0031225995418910912,-0.012312532536066331,29690,-0.7588391863009145,0.44794876124770555,-0.03127432232662362,26990,-2.784696980645689,0.005357776692869853,True
SNACKPACK_RASPBERRY,neg_spread,0.015014874936400954,29997,2.313664596217586,0.020686127351194683,0.0009870750310070032,29970,0.15645667470366836,0.875673067193951,0.027017200828859982,29700,2.7179369199391976,0.006569036057645139,0.09817328976285031,27000,4.01771977105778,5.876402080562393e-05,True
SNACKPACK_RASPBERRY,trade_imbalance,-0.009205701856526444,29997,-1.6064589593206764,0.10817310538819869,-0.03368059869168819,29970,-2.4285214863201974,0.01516052677386126,-0.04362625060418959,29700,-1.875642592755976,0.06070437364686243,0.0008866605773262465,27000,0.03469863153572428,0.9723200521480242,True
SNACKPACK_STRAWBERRY,neg_zscore_mid_50,0.010388368225729614,29948,1.800440351080002,0.07179113420234362,0.039029817204413945,29921,2.7935308982627065,0.005213604802186911,0.016918172008818,29651,0.643652150074235,0.5198010250273555,0.0527720047436206,26951,2.4696097742232905,0.013526051128993632,True
SNACKPACK_STRAWBERRY,neg_zscore_vwap_50,0.0013753545053833227,27291,0.2284992508704861,0.8192581384381155,-0.013348116837176642,27273,-0.9710966797194388,0.3315001370647357,-0.004233330397535185,27025,-0.15350652031394726,0.8779988487835597,0.03148534175739598,24334,1.2478166733981944,0.21209820124421208,False
SNACKPACK_STRAWBERRY,obi_l1,0.09704708773121794,29997,17.052154233194702,0.0,0.029351421035792132,29970,5.00905290724413,5.469853638917499e-07,0.014364006228086923,29700,2.4849844319250827,0.012955710029468825,0.007628005411865857,27000,1.6316787147115854,0.10274718633239122,True
SNACKPACK_STRAWBERRY,obi_l3,-0.09677776137800703,29997,-17.14381595599634,0.0,-0.028156452147987527,29970,-4.828314261495357,1.3769367848137648e-06,-0.01278302802802914,29700,-2.2938305138254824,0.02180023596805225,-0.007994858075144303,27000,-1.5654743119548773,0.11747173601277594,True
SNACKPACK_STRAWBERRY,momentum_10,-0.008439687739951919,29987,-1.4843091781944455,0.13772691650943192,-0.03430749911119844,29960,-2.680278522698105,0.0073560925112095,-0.012496863740867677,29690,-0.7371210570054892,0.46104873493399756,-0.0313998106117,26990,-2.778725771232615,0.005457257460520726,True
SNACKPACK_STRAWBERRY,neg_spread,0.010772563740900043,29997,1.6916962388673045,0.09070390593545619,0.026377226056096537,29970,3.6358406560933925,0.00027707557098266555,0.05132806337596639,29700,2.7807788753363623,0.005422866062922305,0.12575622564786354,27000,2.106914036519775,0.03512503168226355,True
SNACKPACK_STRAWBERRY,trade_imbalance,0.008335476145555113,29997,1.4682328935068265,0.14204097215617217,0.035404574699966176,29970,2.5909545524620117,0.00957101303062502,0.05191186848284383,29700,2.271306861906672,0.023128408130880018,0.008147706713766691,27000,0.28882478165462416,0.7727154669028606,True
SNACKPACK_PISTACHIO,neg_zscore_mid_50,0.015064887178273891,29948,2.637261374104209,0.008357840558757434,0.042969931645083816,29921,3.0440821106019325,0.0023339142971210425,0.026733375905947557,29651,0.9478885881511262,0.3431861751226801,0.05205220672778681,26951,2.624328862106846,0.008681991139108725,True
SNACKPACK_PISTACHIO,neg_zscore_vwap_50,0.005170131320945735,28451,0.8877395572800193,0.37468086234815345,0.013061590731353804,28424,0.966197842203277,0.33394519242015197,0.018649368418127553,28154,0.72482373416601,0.4685601733053226,0.03723532331611536,25454,1.6335595433601624,0.10235136852943971,False
SNACKPACK_PISTACHIO,obi_l1,0.1323893775654667,29997,22.815269475093498,0.0,0.042316136967074106,29970,7.500218453602049,6.372680161348399e-14,0.01836255279304961,29700,3.0987637659565195,0.0019432990270753514,0.012781738961379142,27000,2.523089008929079,0.011632895220322181,True
SNACKPACK_PISTACHIO,obi_l3,-0.13059911078177788,29997,-22.86613548782152,0.0,-0.041658541936570676,29970,-7.421682442574314,1.156852391659413e-13,-0.017477285807344124,29700,-3.0989816793793326,0.0019418702763702722,-0.012428995506813551,27000,-2.108418382552901,0.03499481574871233,True
SNACKPACK_PISTACHIO,momentum_10,-0.00778369021811771,29987,-1.3789526544054078,0.16790935204507207,-0.0195359273574828,29960,-1.5190196489462735,0.1287575501854572,-0.012347307192403427,29690,-0.7019879226101824,0.48268669533743513,-0.03090827341019089,26990,-2.699429756906469,0.0069458416917016486,True
SNACKPACK_PISTACHIO,neg_spread,0.015554758640611024,29997,2.2347913807020126,0.025431047984344035,0.025322008906592346,29970,4.00224053312396,6.274546135176529e-05,0.04070943686621027,29700,3.4289971569392788,0.0006058158736039765,0.09893040762338144,27000,2.2452894411053017,0.024749557443331405,True
