product,regime,n_ticks,frac_time,rv_50_mean,abs_ret_mean,spread_mean,depth_l1_mean,abs_obi_l1_mean
SNACKPACK_CHOCOLATE,low,9991,0.33303333333333335,10.777311613738696,5.193824441997798,16.46802121909719,59.17195475928335,0.024809741569149023
SNACKPACK_CHOCOLATE,mid,9991,0.33303333333333335,16.229631318852565,5.297167450705635,16.459113201881692,58.880392353117806,0.025683025249679872
SNACKPACK_CHOCOLATE,high,9991,0.33303333333333335,24.989572195339594,5.212891602442198,16.485136622960663,58.90821739565609,0.02531288459246861
SNACKPACK_VANILLA,low,9991,0.33303333333333335,10.819329564843956,5.144580122109899,16.871784606145532,59.09348413572215,0.02471556851583642
SNACKPACK_VANILLA,mid,9991,0.33303333333333335,16.075354608228267,5.260334300870784,16.884095686117504,59.001901711540384,0.02572690594707874
SNACKPACK_VANILLA,high,9991,0.33303333333333335,24.972169114851713,5.154438995095586,16.84986487839055,58.86517866079472,0.02536317694838235
SNACKPACK_RASPBERRY,low,9991,0.33303333333333335,13.594683122103591,6.458963066760084,16.84716244620158,58.98378540686618,0.02447779528806703
SNACKPACK_RASPBERRY,mid,9991,0.33303333333333335,19.643604847441186,6.48533680312281,16.8437593834451,59.07086377739966,0.02442192285403384
SNACKPACK_RASPBERRY,high,9991,0.33303333333333335,30.70480539217499,6.425032529276349,16.83555199679712,58.90591532379141,0.02690593326919664
SNACKPACK_STRAWBERRY,low,9991,0.33303333333333335,13.650777605634982,6.49714743268942,17.862075868281455,59.00460414372936,0.023109257851938132
SNACKPACK_STRAWBERRY,mid,9991,0.33303333333333335,19.880465695357,6.508507656891202,17.84095686117506,58.939745771194076,0.026357398835688314
SNACKPACK_STRAWBERRY,high,9991,0.33303333333333335,30.939658834170515,6.4544590131118005,17.776999299369432,59.01621459313382,0.026338994723671058
SNACKPACK_PISTACHIO,low,9991,0.33303333333333335,8.699910274595522,4.189720748673807,15.952557301571414,59.00670603543189,0.02319115333119827
SNACKPACK_PISTACHIO,mid,9991,0.33303333333333335,12.761402911940653,4.138024221799619,15.909818836953258,58.88900010009008,0.0258694073118721
SNACKPACK_PISTACHIO,high,9991,0.33303333333333335,19.935525936116075,4.199079171254128,15.913321989790811,59.064858372535284,0.02674509076822714
