product,regime,n_ticks,frac_time,rv_50_mean,abs_ret_mean,spread_mean,depth_l1_mean,abs_obi_l1_mean
MICROCHIP_CIRCLE,low,9991,0.33303333333333335,14.995853613159447,7.160294264838354,8.187368631768592,13.671704534080673,0.07600401926984868
MICROCHIP_CIRCLE,mid,9991,0.33303333333333335,22.47197949387023,7.479731758582725,8.267340606545892,13.44550095085577,0.06668457769554545
MICROCHIP_CIRCLE,high,9991,0.33303333333333335,36.37950081118491,7.401761585426884,8.33139825843259,13.445701131017916,0.06373912795874334
MICROCHIP_OVAL,low,9991,0.33303333333333335,19.090968427802753,8.679111200080072,6.819037133420078,17.154138724852366,0.14195509597765246
MICROCHIP_OVAL,mid,9991,0.33303333333333335,29.341280052192882,10.072214993494145,7.6027424682213995,15.123811430287258,0.10831423395363853
MICROCHIP_OVAL,high,9991,0.33303333333333335,48.6301468345552,10.512210989890901,7.925733159843859,14.355820238214394,0.08668793870137437
MICROCHIP_SQUARE,low,9991,0.33303333333333335,32.392748967749014,15.109548593734361,11.099589630667602,11.940346311680512,0.00759112174398976
MICROCHIP_SQUARE,mid,9991,0.33303333333333335,49.84288991537144,16.580922830547493,11.80022019817836,11.904614152737464,0.0080538978587222
MICROCHIP_SQUARE,high,9991,0.33303333333333335,80.60628252694858,17.244520068061256,12.257932138925032,11.899309378440597,0.006898046403601403
MICROCHIP_RECTANGLE,low,9991,0.33303333333333335,21.669971973577866,10.083425082574317,7.758282454208788,14.73776398758883,0.1064753588176986
MICROCHIP_RECTANGLE,mid,9991,0.33303333333333335,32.83983249721524,10.553047742968673,7.903613251926734,14.42928635772195,0.10241368851346119
MICROCHIP_RECTANGLE,high,9991,0.33303333333333335,51.678785534370384,10.63246922230007,7.994495045540987,14.171554398959064,0.0923641132415793
MICROCHIP_TRIANGLE,low,9991,0.33303333333333335,22.936421577505573,11.039685717145431,8.49304373936543,13.1636472825543,0.06254494919539913
MICROCHIP_TRIANGLE,mid,9991,0.33303333333333335,35.40407112397565,11.646181563407067,8.676608948053248,12.822640376338704,0.045731789809535704
MICROCHIP_TRIANGLE,high,9991,0.33303333333333335,56.76393895450915,11.812281052947652,8.73576218596737,12.641177059353419,0.04070268468000191
