product,horizon,mean_reversion_frac,p_snap_back_50pct,n
MICROCHIP_OVAL,1,0.06137783564550433,0.0,5
MICROCHIP_OVAL,5,0.23059332186131032,0.0,5
MICROCHIP_OVAL,10,0.2820838219095334,0.0,5
MICROCHIP_OVAL,20,-0.4020629590712737,0.2,5
MICROCHIP_OVAL,50,-0.904397820315633,0.0,5
MICROCHIP_OVAL,100,-0.6944804594900533,0.2,5
MICROCHIP_OVAL,200,-2.121527479555941,0.2,5
MICROCHIP_OVAL,500,-3.722086892959935,0.2,5
MICROCHIP_SQUARE,1,0.1782461643779592,0.2,10
MICROCHIP_SQUARE,5,-0.4256485668987945,0.2,10
MICROCHIP_SQUARE,10,-3.0228999609731444,0.2,10
MICROCHIP_SQUARE,20,-3.6786883148007457,0.2,10
MICROCHIP_SQUARE,50,-2.180595242260501,0.3,10
MICROCHIP_SQUARE,100,1.2917604329328136,0.5,10
MICROCHIP_SQUARE,200,-4.863868359688301,0.3,10
MICROCHIP_SQUARE,500,6.135842812882837,0.7,10
MICROCHIP_RECTANGLE,1,0.09330128241737988,0.16666666666666666,18
MICROCHIP_RECTANGLE,5,0.2859467164524884,0.3888888888888889,18
MICROCHIP_RECTANGLE,10,0.5610637003467743,0.5,18
MICROCHIP_RECTANGLE,20,-0.5220437821938768,0.2777777777777778,18
MICROCHIP_RECTANGLE,50,-0.34220213677167577,0.4444444444444444,18
MICROCHIP_RECTANGLE,100,-0.18121046555972525,0.4444444444444444,18
MICROCHIP_RECTANGLE,200,-0.16770361813317775,0.5,18
MICROCHIP_RECTANGLE,500,-0.291398577296605,0.5,18
MICROCHIP_TRIANGLE,1,-0.2119002506823904,0.058823529411764705,17
MICROCHIP_TRIANGLE,5,0.12659112546589465,0.35294117647058826,17
MICROCHIP_TRIANGLE,10,0.06334527860822922,0.35294117647058826,17
MICROCHIP_TRIANGLE,20,0.6964686435101345,0.5294117647058824,17
MICROCHIP_TRIANGLE,50,0.2044294751890735,0.5625,16
MICROCHIP_TRIANGLE,100,-0.3808279509444821,0.4666666666666667,15
MICROCHIP_TRIANGLE,200,0.14587819007038003,0.5333333333333333,15
MICROCHIP_TRIANGLE,500,0.3797255109199912,0.5333333333333333,15
ROBOT_DISHES,1,0.2918009317275828,0.2905982905982906,117
ROBOT_DISHES,5,0.36719310874700867,0.36752136752136755,117
ROBOT_DISHES,10,0.43892201636433353,0.4358974358974359,117
ROBOT_DISHES,20,0.49646268681643657,0.49572649572649574,117
ROBOT_DISHES,50,0.4137184411168644,0.4444444444444444,117
ROBOT_DISHES,100,0.45656063758599774,0.4827586206896552,116
ROBOT_DISHES,200,0.4155910713615936,0.46551724137931033,116
ROBOT_DISHES,500,0.41299881180105646,0.5086206896551724,116
ROBOT_IRONING,1,0.2295918367346939,0.24,50
ROBOT_IRONING,5,0.3496078431372549,0.36,50
ROBOT_IRONING,10,0.38619967987194875,0.4,50
ROBOT_IRONING,20,0.4217918367346939,0.42,50
ROBOT_IRONING,50,0.484878431372549,0.48,50
ROBOT_IRONING,100,0.5564,0.5,50
ROBOT_IRONING,200,0.69655,0.54,50
ROBOT_IRONING,500,0.68753837535014,0.56,50
OXYGEN_SHAKE_CHOCOLATE,1,0.2918068564874949,0.2833333333333333,60
OXYGEN_SHAKE_CHOCOLATE,5,0.4113869584711379,0.4166666666666667,60
OXYGEN_SHAKE_CHOCOLATE,10,0.3842772986360878,0.4166666666666667,60
OXYGEN_SHAKE_CHOCOLATE,20,0.4889526388446427,0.5166666666666667,60
OXYGEN_SHAKE_CHOCOLATE,50,0.46658131742937076,0.5,60
OXYGEN_SHAKE_CHOCOLATE,100,0.40389206727069904,0.4666666666666667,60
OXYGEN_SHAKE_CHOCOLATE,200,0.3103904460502079,0.45,60
OXYGEN_SHAKE_CHOCOLATE,500,0.1453365254943678,0.45,60
OXYGEN_SHAKE_EVENING_BREATH,1,0.2404237601776462,0.25,56
OXYGEN_SHAKE_EVENING_BREATH,5,0.3412273316062176,0.35714285714285715,56
OXYGEN_SHAKE_EVENING_BREATH,10,0.3647987601776462,0.39285714285714285,56
OXYGEN_SHAKE_EVENING_BREATH,20,0.4016737601776462,0.4107142857142857,56
OXYGEN_SHAKE_EVENING_BREATH,50,0.35265590303478905,0.42857142857142855,56
OXYGEN_SHAKE_EVENING_BREATH,100,0.349530903034789,0.4642857142857143,56
OXYGEN_SHAKE_EVENING_BREATH,200,0.4089285714285714,0.5,56
OXYGEN_SHAKE_EVENING_BREATH,500,0.270909090909091,0.509090909090909,55
