product,regime,n_ticks,frac_time,rv_50_mean,abs_ret_mean,spread_mean,depth_l1_mean,abs_obi_l1_mean
GALAXY_SOUNDS_DARK_MATTER,low,9991,0.33303333333333335,17.011392602960182,8.007807026323691,13.020118106295666,36.560704634170754,0.022049782999344725
GALAXY_SOUNDS_DARK_MATTER,mid,9991,0.33303333333333335,25.076493570578975,8.299969972975678,13.060654589130218,36.55479931938745,0.02039238411224585
GALAXY_SOUNDS_DARK_MATTER,high,9991,0.33303333333333335,40.08736419100992,8.214793313982584,13.070563507156441,36.413472124912424,0.021087770418820005
GALAXY_SOUNDS_BLACK_HOLES,low,9991,0.33303333333333335,18.613731042895342,8.873486137523772,14.221098989090182,36.45160644580122,0.020717680268235696
GALAXY_SOUNDS_BLACK_HOLES,mid,9991,0.33303333333333335,28.23782774848683,9.150785707136423,14.52347112401161,36.56060454408968,0.022544540270148686
GALAXY_SOUNDS_BLACK_HOLES,high,9991,0.33303333333333335,46.28226229280675,9.30677609848864,14.794214793313982,36.516765088579724,0.020267716992026195
GALAXY_SOUNDS_PLANETARY_RINGS,low,9991,0.33303333333333335,18.246746935776432,8.550695626063456,13.529376438794916,36.58742868581724,0.02083335850159729
GALAXY_SOUNDS_PLANETARY_RINGS,mid,9991,0.33303333333333335,27.328625833870234,8.780652587328596,13.745470923831448,36.37293564207787,0.020270629422668204
GALAXY_SOUNDS_PLANETARY_RINGS,high,9991,0.33303333333333335,44.208561904075914,8.63942548293464,13.794114703232909,36.56861175057552,0.022425949606145076
GALAXY_SOUNDS_SOLAR_WINDS,low,9991,0.33303333333333335,17.352470157196436,8.301271144029627,13.312781503353017,36.59103192873586,0.020328948383783685
GALAXY_SOUNDS_SOLAR_WINDS,mid,9991,0.33303333333333335,26.009134471751118,8.400360324291862,13.2706435792213,36.508057251526374,0.02032255614161612
GALAXY_SOUNDS_SOLAR_WINDS,high,9991,0.33303333333333335,41.7656533350564,8.482634370933841,13.321088980082074,36.42988689820839,0.02287843300501077
GALAXY_SOUNDS_SOLAR_FLAMES,low,9991,0.33303333333333335,18.438741232187994,8.73190871784606,14.025222700430387,36.51606445801221,0.021876251657416107
GALAXY_SOUNDS_SOLAR_FLAMES,mid,9991,0.33303333333333335,27.40609238671496,8.954709238314482,14.053748373536182,36.428385546992295,0.02130468943327301
GALAXY_SOUNDS_SOLAR_FLAMES,high,9991,0.33303333333333335,43.18815265067675,8.883445100590531,14.136222600340306,36.58452607346612,0.020348996439721462
