product,regime,n_ticks,frac_time,rv_50_mean,abs_ret_mean,spread_mean,depth_l1_mean,abs_obi_l1_mean
PEBBLES_XS,low,9991,0.33303333333333335,24.74721087492062,11.985737163447103,9.615854268841957,27.063256931238115,0.04995830615017212
PEBBLES_XS,mid,9991,0.33303333333333335,36.83737418917177,12.057101391252127,9.799519567610849,26.69932939645681,0.04364406506475389
PEBBLES_XS,high,9991,0.33303333333333335,58.13657266191295,12.056150535481933,9.816134521068962,26.63116805124612,0.04352444562444168
PEBBLES_S,low,9991,0.33303333333333335,25.35618756772783,12.000800720648584,11.634270843759383,24.82344109698729,0.01077083175663714
PEBBLES_S,mid,9991,0.33303333333333335,37.70400202874565,12.096386748073266,11.524572114903414,24.791912721449304,0.011800514800560718
PEBBLES_S,high,9991,0.33303333333333335,59.43003126531905,11.862676408767891,11.494044640176158,24.82794515063557,0.011837513454068636
PEBBLES_M,low,9991,0.33303333333333335,25.789024306712847,12.05319787809028,13.155840256230608,24.84195776198579,0.011820346881095255
PEBBLES_M,mid,9991,0.33303333333333335,37.976206723566584,11.989690721649485,13.075668101291162,24.7897107396657,0.011092537071389838
PEBBLES_M,high,9991,0.33303333333333335,59.2821795564527,12.201831648483635,13.131518366529876,24.811630467420677,0.011495976058781398
PEBBLES_L,low,9991,0.33303333333333335,24.94080299730217,11.752927634871384,13.077169452507256,24.847762986688018,0.011390513419051985
PEBBLES_L,mid,9991,0.33303333333333335,36.97659545030775,12.140476428785908,12.975177659893905,24.78360524472025,0.01161664106787022
PEBBLES_L,high,9991,0.33303333333333335,58.67667417896411,12.085627064357922,13.00810729656691,24.811930737663896,0.011401705524344288
PEBBLES_XL,low,9991,0.33303333333333335,51.6242359491789,23.974326894204783,16.727754979481535,24.830147132419178,0.010460777158456504
PEBBLES_XL,mid,9991,0.33303333333333335,76.54985976847331,24.58652787508758,16.57852066860174,24.813432088879992,0.01191026039057493
PEBBLES_XL,high,9991,0.33303333333333335,120.21221400627348,24.010909818836954,16.589730757681913,24.799719747772997,0.012037822462235056
