day,timestamp,GALAXY_SOUNDS_cum,MICROCHIP_cum,OXYGEN_SHAKE_cum,PANEL_cum,PEBBLES_cum,ROBOT_cum,SLEEP_POD_cum,SNACKPACK_cum,TRANSLATOR_cum,UV_VISOR_cum,GALAXY_SOUNDS_rank,MICROCHIP_rank,OXYGEN_SHAKE_rank,PANEL_rank,PEBBLES_rank,ROBOT_rank,SLEEP_POD_rank,SNACKPACK_rank,TRANSLATOR_rank,UV_VISOR_rank
2,0,,,,,,,,,,,,,,,,,,,,
2,100,,,,,,,,,,,,,,,,,,,,
2,200,,,,,,,,,,,,,,,,,,,,
2,300,,,,,,,,,,,,,,,,,,,,
2,400,,,,,,,,,,,,,,,,,,,,
2,500,,,,,,,,,,,,,,,,,,,,
2,600,,,,,,,,,,,,,,,,,,,,
2,700,,,,,,,,,,,,,,,,,,,,
2,800,,,,,,,,,,,,,,,,,,,,
2,900,,,,,,,,,,,,,,,,,,,,
2,1000,,,,,,,,,,,,,,,,,,,,
2,1100,,,,,,,,,,,,,,,,,,,,
2,1200,,,,,,,,,,,,,,,,,,,,
2,1300,,,,,,,,,,,,,,,,,,,,
2,1400,,,,,,,,,,,,,,,,,,,,
2,1500,,,,,,,,,,,,,,,,,,,,
2,1600,,,,,,,,,,,,,,,,,,,,
2,1700,,,,,,,,,,,,,,,,,,,,
2,1800,,,,,,,,,,,,,,,,,,,,
2,1900,,,,,,,,,,,,,,,,,,,,
2,2000,,,,,,,,,,,,,,,,,,,,
2,2100,,,,,,,,,,,,,,,,,,,,
2,2200,,,,,,,,,,,,,,,,,,,,
2,2300,,,,,,,,,,,,,,,,,,,,
2,2400,,,,,,,,,,,,,,,,,,,,
2,2500,,,,,,,,,,,,,,,,,,,,
2,2600,,,,,,,,,,,,,,,,,,,,
2,2700,,,,,,,,,,,,,,,,,,,,
2,2800,,,,,,,,,,,,,,,,,,,,
2,2900,,,,,,,,,,,,,,,,,,,,
2,3000,,,,,,,,,,,,,,,,,,,,
2,3100,,,,,,,,,,,,,,,,,,,,
2,3200,,,,,,,,,,,,,,,,,,,,
2,3300,,,,,,,,,,,,,,,,,,,,
2,3400,,,,,,,,,,,,,,,,,,,,
2,3500,,,,,,,,,,,,,,,,,,,,
2,3600,,,,,,,,,,,,,,,,,,,,
2,3700,,,,,,,,,,,,,,,,,,,,
2,3800,,,,,,,,,,,,,,,,,,,,
2,3900,,,,,,,,,,,,,,,,,,,,
2,4000,,,,,,,,,,,,,,,,,,,,
2,4100,,,,,,,,,,,,,,,,,,,,
2,4200,,,,,,,,,,,,,,,,,,,,
2,4300,,,,,,,,,,,,,,,,,,,,
2,4400,,,,,,,,,,,,,,,,,,,,
2,4500,,,,,,,,,,,,,,,,,,,,
2,4600,,,,,,,,,,,,,,,,,,,,
2,4700,,,,,,,,,,,,,,,,,,,,
2,4800,,,,,,,,,,,,,,,,,,,,
2,4900,,,,,,,,,,,,,,,,,,,,
2,5000,,,,,,,,,,,,,,,,,,,,
2,5100,,,,,,,,,,,,,,,,,,,,
2,5200,,,,,,,,,,,,,,,,,,,,
2,5300,,,,,,,,,,,,,,,,,,,,
2,5400,,,,,,,,,,,,,,,,,,,,
2,5500,,,,,,,,,,,,,,,,,,,,
2,5600,,,,,,,,,,,,,,,,,,,,
2,5700,,,,,,,,,,,,,,,,,,,,
2,5800,,,,,,,,,,,,,,,,,,,,
2,5900,,,,,,,,,,,,,,,,,,,,
2,6000,,,,,,,,,,,,,,,,,,,,
2,6100,,,,,,,,,,,,,,,,,,,,
2,6200,,,,,,,,,,,,,,,,,,,,
2,6300,,,,,,,,,,,,,,,,,,,,
2,6400,,,,,,,,,,,,,,,,,,,,
2,6500,,,,,,,,,,,,,,,,,,,,
2,6600,,,,,,,,,,,,,,,,,,,,
2,6700,,,,,,,,,,,,,,,,,,,,
2,6800,,,,,,,,,,,,,,,,,,,,
2,6900,,,,,,,,,,,,,,,,,,,,
2,7000,,,,,,,,,,,,,,,,,,,,
2,7100,,,,,,,,,,,,,,,,,,,,
2,7200,,,,,,,,,,,,,,,,,,,,
2,7300,,,,,,,,,,,,,,,,,,,,
2,7400,,,,,,,,,,,,,,,,,,,,
2,7500,,,,,,,,,,,,,,,,,,,,
2,7600,,,,,,,,,,,,,,,,,,,,
2,7700,,,,,,,,,,,,,,,,,,,,
2,7800,,,,,,,,,,,,,,,,,,,,
2,7900,,,,,,,,,,,,,,,,,,,,
2,8000,,,,,,,,,,,,,,,,,,,,
2,8100,,,,,,,,,,,,,,,,,,,,
2,8200,,,,,,,,,,,,,,,,,,,,
2,8300,,,,,,,,,,,,,,,,,,,,
2,8400,,,,,,,,,,,,,,,,,,,,
2,8500,,,,,,,,,,,,,,,,,,,,
2,8600,,,,,,,,,,,,,,,,,,,,
2,8700,,,,,,,,,,,,,,,,,,,,
2,8800,,,,,,,,,,,,,,,,,,,,
2,8900,,,,,,,,,,,,,,,,,,,,
2,9000,,,,,,,,,,,,,,,,,,,,
2,9100,,,,,,,,,,,,,,,,,,,,
2,9200,,,,,,,,,,,,,,,,,,,,
2,9300,,,,,,,,,,,,,,,,,,,,
2,9400,,,,,,,,,,,,,,,,,,,,
2,9500,,,,,,,,,,,,,,,,,,,,
2,9600,,,,,,,,,,,,,,,,,,,,
2,9700,,,,,,,,,,,,,,,,,,,,
2,9800,,,,,,,,,,,,,,,,,,,,
2,9900,,,,,,,,,,,,,,,,,,,,
2,10000,,,,,,,,,,,,,,,,,,,,
2,10100,,,,,,,,,,,,,,,,,,,,
2,10200,,,,,,,,,,,,,,,,,,,,
2,10300,,,,,,,,,,,,,,,,,,,,
2,10400,,,,,,,,,,,,,,,,,,,,
2,10500,,,,,,,,,,,,,,,,,,,,
2,10600,,,,,,,,,,,,,,,,,,,,
2,10700,,,,,,,,,,,,,,,,,,,,
2,10800,,,,,,,,,,,,,,,,,,,,
2,10900,,,,,,,,,,,,,,,,,,,,
2,11000,,,,,,,,,,,,,,,,,,,,
2,11100,,,,,,,,,,,,,,,,,,,,
2,11200,,,,,,,,,,,,,,,,,,,,
2,11300,,,,,,,,,,,,,,,,,,,,
2,11400,,,,,,,,,,,,,,,,,,,,
2,11500,,,,,,,,,,,,,,,,,,,,
2,11600,,,,,,,,,,,,,,,,,,,,
2,11700,,,,,,,,,,,,,,,,,,,,
2,11800,,,,,,,,,,,,,,,,,,,,
2,11900,,,,,,,,,,,,,,,,,,,,
2,12000,,,,,,,,,,,,,,,,,,,,
2,12100,,,,,,,,,,,,,,,,,,,,
2,12200,,,,,,,,,,,,,,,,,,,,
2,12300,,,,,,,,,,,,,,,,,,,,
2,12400,,,,,,,,,,,,,,,,,,,,
2,12500,,,,,,,,,,,,,,,,,,,,
2,12600,,,,,,,,,,,,,,,,,,,,
2,12700,,,,,,,,,,,,,,,,,,,,
2,12800,,,,,,,,,,,,,,,,,,,,
2,12900,,,,,,,,,,,,,,,,,,,,
2,13000,,,,,,,,,,,,,,,,,,,,
2,13100,,,,,,,,,,,,,,,,,,,,
2,13200,,,,,,,,,,,,,,,,,,,,
2,13300,,,,,,,,,,,,,,,,,,,,
2,13400,,,,,,,,,,,,,,,,,,,,
2,13500,,,,,,,,,,,,,,,,,,,,
2,13600,,,,,,,,,,,,,,,,,,,,
2,13700,,,,,,,,,,,,,,,,,,,,
2,13800,,,,,,,,,,,,,,,,,,,,
2,13900,,,,,,,,,,,,,,,,,,,,
2,14000,,,,,,,,,,,,,,,,,,,,
2,14100,,,,,,,,,,,,,,,,,,,,
2,14200,,,,,,,,,,,,,,,,,,,,
2,14300,,,,,,,,,,,,,,,,,,,,
2,14400,,,,,,,,,,,,,,,,,,,,
2,14500,,,,,,,,,,,,,,,,,,,,
2,14600,,,,,,,,,,,,,,,,,,,,
2,14700,,,,,,,,,,,,,,,,,,,,
2,14800,,,,,,,,,,,,,,,,,,,,
2,14900,,,,,,,,,,,,,,,,,,,,
2,15000,,,,,,,,,,,,,,,,,,,,
2,15100,,,,,,,,,,,,,,,,,,,,
2,15200,,,,,,,,,,,,,,,,,,,,
