day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
1;0;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3047.0;0.0
1;0;PINA_COLADAS;15013;34;15012;54;;;15016;88;;;;;15014.5;0.0
1;0;BERRIES;3916;12;3915;44;;;3923;12;3924;44;;;3919.5;0.0
1;0;DIVING_GEAR;98903;10;98902;12;;;98905;10;98906;12;;;98904.0;0.0
1;0;BANANAS;4871;9;4870;23;;;4877;23;;;;;4874.0;0.0
1;0;COCONUTS;8003;200;;;;;8006;200;;;;;8004.5;0.0
1;0;PEARLS;9998;9;9995;23;;;10005;23;;;;;10001.5;0.0
1;100;DIVING_GEAR;98898;19;;;;;98901;19;;;;;98899.5;0.0
1;100;BANANAS;4875;1;4871;4;4870;22;4877;22;;;;;4876.0;0.0
1;100;COCONUTS;8003;44;8002;104;;;8005;148;;;;;8004.0;0.0
1;100;PINA_COLADAS;15012;35;15011;29;15010;52;15013;29;15014;52;;;15012.5;0.0
1;100;PEARLS;10002;1;10000;2;9998;4;10004;1;10005;21;;;10003.0;0.0
1;100;BERRIES;3916;12;3915;47;;;3923;12;3924;47;;;3919.5;0.0
1;100;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3047.0;0.0
1;200;DIVING_GEAR;98898;20;;;;;98901;20;;;;;98899.5;0.0
1;200;BANANAS;4870;22;;;;;4876;22;;;;;4873.0;1.96630859375
1;200;PEARLS;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;2.0
1;200;COCONUTS;8003;195;;;;;8005;62;8006;133;;;8004.0;0.0
1;200;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3048.0;0.0
1;200;PINA_COLADAS;15015;35;15014;74;;;15018;109;;;;;15016.5;0.0
1;200;BERRIES;3916;15;3915;48;;;3923;15;3924;48;;;3919.5;0.0
1;300;BERRIES;3916;14;3915;40;;;3923;14;3924;40;;;3919.5;0.0
1;300;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3048.0;0.0
1;300;DIVING_GEAR;98894;7;98893;14;;;98896;7;98897;14;;;98895.0;0.0
1;300;BANANAS;4873;1;4868;26;;;4875;26;;;;;4874.0;8.0634765625
1;300;PINA_COLADAS;15014;94;;;;;15017;94;;;;;15015.5;0.0
1;300;PEARLS;9995;26;;;;;10005;26;;;;;10000.0;6.0
1;300;COCONUTS;8004;51;8003;149;;;8006;200;;;;;8005.0;0.0
1;400;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3048.0;0.0
1;400;PINA_COLADAS;15012;111;;;;;15015;111;;;;;15013.5;0.0
1;400;BERRIES;3917;16;3916;46;;;3924;16;3925;46;;;3920.5;0.0
1;400;DIVING_GEAR;98908;9;98907;16;;;98910;9;98911;16;;;98909.0;0.0
1;400;BANANAS;4870;8;4869;28;;;4871;5;4875;28;;;4870.5;8.017578125
1;400;PEARLS;9998;8;9996;2;9995;26;10004;2;10005;26;;;10001.0;6.0
1;400;COCONUTS;8002;166;;;;;8005;166;;;;;8003.5;0.0
1;500;DIVING_GEAR;98914;5;98913;16;;;98916;21;;;;;98915.0;0.0
