day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
0;0;DIVING_GEAR;99999;6;99998;19;;;100001;6;100002;19;;;100000.0;0.0
0;0;PEARLS;9998;1;9995;30;;;10005;30;;;;;10001.5;0.0
0;0;COCONUTS;8113;205;;;;;8116;205;;;;;8114.5;0.0
0;0;BERRIES;3997;19;3996;58;;;4003;19;4005;58;;;4000.0;0.0
0;0;BANANAS;4893;1;4892;30;;;4899;30;;;;;4896.0;0.0
0;0;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3000.0;0.0
0;0;PINA_COLADAS;15225;82;;;;;15228;82;;;;;15226.5;0.0
0;100;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3000.0;0.0
0;100;BERRIES;3996;12;3995;59;;;4003;12;4004;59;;;3999.5;20.396484375
0;100;DIVING_GEAR;99999;5;99998;12;;;100001;5;100002;12;;;100000.0;0.0
0;100;COCONUTS;8113;192;;;;;8115;70;8116;122;;;8114.0;0.0
0;100;PINA_COLADAS;15223;109;;;;;15226;109;;;;;15224.5;0.0
0;100;PEARLS;9996;1;9995;30;;;10002;6;10004;1;10005;30;9999.0;2.0
0;100;BANANAS;4892;31;;;;;4896;7;4898;31;;;4894.0;0.0
0;200;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;2999.0;0.0
0;200;PINA_COLADAS;15226;7;15224;101;;;15227;101;;;;;15226.5;0.0
0;200;COCONUTS;8113;167;;;;;8116;167;;;;;8114.5;0.0
0;200;DIVING_GEAR;100002;2;100001;10;100000;14;100003;10;100004;14;;;100002.5;-2.875
0;200;BERRIES;3995;14;3994;52;;;4002;14;4003;52;;;3998.5;26.556640625
0;200;PEARLS;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;2.0
0;200;BANANAS;4892;22;;;;;4899;22;;;;;4895.5;0.0
0;300;COCONUTS;8113;68;8112;118;;;8115;68;8116;118;;;8114.0;0.0
0;300;DIVING_GEAR;99999;9;99998;11;;;100001;9;100002;11;;;100000.0;-1.140625
0;300;PINA_COLADAS;15224;84;;;;;15227;84;;;;;15225.5;0.0
0;300;PEARLS;9996;2;9995;23;;;9998;3;10004;2;10005;23;9997.0;2.0
0;300;BANANAS;4893;25;;;;;4899;2;4900;23;;;4896.0;0.0
0;300;BERRIES;3995;11;3994;42;;;4002;11;4003;42;;;3998.5;24.740234375
0;300;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;2999.0;0.0
0;400;COCONUTS;8112;73;8111;128;;;8114;201;;;;;8113.0;0.0
0;400;BERRIES;3996;13;3995;56;;;4003;13;4004;56;;;3999.5;22.498046875
0;400;DIVING_GEAR;99993;19;;;;;99996;19;;;;;99994.5;4.484375
0;400;PEARLS;9998;5;9996;2;9995;23;10004;2;10005;23;;;10001.0;-4.0
0;400;BANANAS;4894;5;4893;25;;;4899;25;;;;;4896.5;0.0
0;400;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;2999.0;0.0
0;400;PINA_COLADAS;15220;105;;;;;15223;105;;;;;15221.5;0.0
0;500;BERRIES;3996;16;3995;48;;;4003;16;4004;48;;;3999.5;23.44140625
0;500;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3000.0;0.0
0;500;COCONUTS;8112;168;;;;;8114;53;8115;115;;;8113.0;0.0
0;500;DIVING_GEAR;99990;22;;;;;99993;22;;;;;99991.5;7.3515625
0;500;PINA_COLADAS;15221;97;;;;;15224;37;15225;60;;;15222.5;0.0
0;500;PEARLS;10002;1;9996;2;9995;22;10004;2;10005;22;;;10003.0;-4.0
0;500;BANANAS;4893;24;;;;;4899;24;;;;;4896.0;27.28125
0;600;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3000.0;0.0
0;600;PINA_COLADAS;15221;22;15220;53;;;15224;75;;;;;15222.5;0.0
0;600;COCONUTS;8113;44;8112;212;;;8114;62;8115;150;;;8113.5;0.0
0;600;BERRIES;3996;13;3995;55;;;4003;13;4004;55;;;3999.5;22.33984375
0;600;DIVING_GEAR;99984;22;;;;;99987;22;;;;;99985.5;13.609375
0;600;PEARLS;9996;2;9995;24;;;10002;9;10004;2;10005;24;9999.0;2.0
0;600;BANANAS;4892;26;;;;;4897;9;4899;26;;;4894.5;35.04296875
0;700;COCONUTS;8111;158;;;;;8114;158;;;;;8112.5;0.0
0;700;DIVING_GEAR;99985;5;99984;16;;;99987;5;99988;16;;;99986.0;13.234375
0;700;PINA_COLADAS;15219;98;;;;;15222;98;;;;;15220.5;0.0
0;700;PEARLS;9998;7;9995;27;;;10005;27;;;;;10001.5;2.0
0;700;BANANAS;4892;7;4891;27;;;4898;27;;;;;4895.0;42.83203125
0;700;BERRIES;3997;16;3996;57;;;4004;16;4005;57;;;4000.5;17.17578125
