day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
2;0;PEARLS;9998;3;9996;1;9995;21;10004;1;10005;21;;;10001.0;0.0
2;0;BANANAS;4822;3;4821;22;;;4827;22;;;;;4824.5;0.0
2;0;DIVING_GEAR;99191;20;;;;;99194;20;;;;;99192.5;0.0
2;0;COCONUTS;7923;214;;;;;7925;64;7926;150;;;7924.0;0.0
2;0;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3076.0;0.0
2;0;PINA_COLADAS;14850;88;;;;;14853;88;;;;;14851.5;0.0
2;0;BERRIES;3847;55;;;;;3854;10;3855;45;;;3850.5;0.0
2;100;BERRIES;3847;19;3846;58;;;3854;19;3855;58;;;3850.5;0.0
2;100;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3076.0;0.0
2;100;PEARLS;9995;26;;;;;9998;1;10005;26;;;9996.5;0.0
2;100;BANANAS;4821;26;;;;;4827;26;;;;;4824.0;0.0
2;100;COCONUTS;7924;150;;;;;7927;150;;;;;7925.5;0.0
2;100;DIVING_GEAR;99198;6;99197;19;;;99200;6;99201;19;;;99199.0;0.0
2;100;PINA_COLADAS;14853;98;;;;;14856;98;;;;;14854.5;0.0
2;200;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3076.0;0.0
2;200;PINA_COLADAS;14853;74;;;;;14856;74;;;;;14854.5;0.0
2;200;BERRIES;3851;5;3848;13;3847;57;3854;13;3855;57;;;3852.5;58.28125
2;200;PEARLS;9996;2;9995;30;;;9998;1;10004;2;10005;30;9997.0;-2.0
2;200;BANANAS;4827;1;4822;2;4821;30;4828;32;;;;;4827.5;0.0
2;200;COCONUTS;7924;191;;;;;7926;55;7927;136;;;7925.0;0.0
2;200;DIVING_GEAR;99194;19;;;;;99197;19;;;;;99195.5;0.0
2;300;PEARLS;9996;1;9995;27;;;9998;1;10004;1;10005;27;9997.0;-4.0
2;300;BANANAS;4822;27;;;;;4828;1;4829;27;;;4825.0;-1.36328125
2;300;COCONUTS;7925;168;;;;;7928;168;;;;;7926.5;0.0
2;300;DIVING_GEAR;99193;10;99192;15;;;99195;10;99196;15;;;99194.0;0.0
2;300;PINA_COLADAS;14858;90;;;;;14861;90;;;;;14859.5;0.0
2;300;BERRIES;3848;15;3847;44;;;3855;15;3856;44;;;3851.5;47.984375
2;300;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3076.0;0.0
2;400;PEARLS;9995;25;;;;;10005;25;;;;;10000.0;-4.0
2;400;BANANAS;4821;25;;;;;4823;5;4828;25;;;4822.0;-0.6181640625
2;400;COCONUTS;7924;181;;;;;7927;181;;;;;7925.5;0.0
2;400;DIVING_GEAR;99194;10;99193;16;;;99196;10;99197;16;;;99195.0;0.0
2;400;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3076.0;0.0
2;400;PINA_COLADAS;14855;94;;;;;14858;30;14859;64;;;14856.5;0.0
2;400;BERRIES;3849;16;3848;57;;;3855;16;3856;57;;;3852.0;39.984375
2;500;BERRIES;3848;14;3847;48;;;3854;14;3855;48;;;3851.0;56.234375
2;500;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3076.0;0.0
2;500;PEARLS;9995;22;;;;;10005;22;;;;;10000.0;-4.0
2;500;BANANAS;4821;22;;;;;4828;22;;;;;4824.5;-6.5625
2;500;COCONUTS;7924;196;;;;;7925;57;7927;196;;;7924.5;0.0
2;500;DIVING_GEAR;99194;19;;;;;99197;19;;;;;99195.5;0.0
2;500;PINA_COLADAS;14854;107;;;;;14857;107;;;;;14855.5;0.0
2;600;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3076.0;0.0
2;600;PINA_COLADAS;14852;39;14851;51;;;14854;39;14855;51;;;14853.0;0.0
2;600;BERRIES;3850;5;3846;14;3845;52;3853;14;3854;52;;;3851.5;105.1484375
2;600;PEARLS;9995;25;;;;;10005;25;;;;;10000.0;6.0
2;600;BANANAS;4821;25;;;;;4828;25;;;;;4824.5;-0.140625
2;600;COCONUTS;7924;57;7923;142;;;7926;199;;;;;7925.0;0.0
2;600;DIVING_GEAR;99193;24;;;;;99196;24;;;;;99194.5;0.0
2;700;BANANAS;4821;23;;;;;4828;23;;;;;4824.5;-2.6640625
2;700;PEARLS;9995;23;;;;;9998;9;10005;23;;;9996.5;6.0
2;700;COCONUTS;7924;161;;;;;7926;45;7927;116;;;7925.0;0.0
2;700;DIVING_GEAR;99197;18;;;;;99200;18;;;;;99198.5;0.0
2;700;PINA_COLADAS;14851;106;;;;;14854;106;;;;;14852.5;0.0
2;700;BERRIES;3845;12;3844;45;;;3852;12;3853;45;;;3848.5;129.640625
2;700;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3076.0;0.0
2;800;PEARLS;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;6.0
2;800;COCONUTS;7924;191;;;;;7925;50;7926;70;7927;121;7924.5;0.0
2;800;DIVING_GEAR;99205;10;99204;10;;;99207;10;99208;10;;;99206.0;0.0
2;800;BANANAS;4825;3;4821;28;;;4828;28;;;;;4826.5;0.46875
2;800;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3075.0;0.0
2;800;PINA_COLADAS;14848;31;14847;53;;;14851;84;;;;;14849.5;0.0
2;800;BERRIES;3846;10;3845;43;;;3853;10;3854;43;;;3849.5;109.3515625
2;900;BERRIES;3846;14;3845;50;;;3853;14;3854;50;;;3849.5;118.265625
2;900;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3075.0;0.0
2;900;BANANAS;4824;1;4821;21;;;4828;21;;;;;4826.0;-3.921875
2;900;DIVING_GEAR;99210;10;99209;14;;;99212;10;99213;14;;;99211.0;0.0
2;900;PEARLS;9995;21;;;;;10005;21;;;;;10000.0;6.0
2;900;COCONUTS;7924;175;;;;;7927;175;;;;;7925.5;0.0
2;900;PINA_COLADAS;14850;85;;;;;14853;85;;;;;14851.5;0.0
2;1000;PINA_COLADAS;14852;38;14851;51;;;14853;38;14854;38;14855;51;14852.5;0.0
2;1000;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3076.0;0.0
2;1000;BERRIES;3846;18;3845;54;;;3853;18;3854;54;;;3849.5;120.0546875
2;1000;DIVING_GEAR;99207;8;99206;18;;;99209;8;99210;18;;;99208.0;0.0
2;1000;PEARLS;10002;2;9996;2;9995;28;10004;2;10005;28;;;10003.0;8.0
2;1000;COCONUTS;7925;201;;;;;7927;63;7928;138;;;7926.0;0.0
2;1000;BANANAS;4823;2;4822;28;;;4829;30;;;;;4826.0;-10.9453125
2;1100;BANANAS;4823;2;4822;28;;;4829;30;;;;;4826.0;-12.01953125
2;1100;DIVING_GEAR;99195;29;;;;;99198;29;;;;;99196.5;0.0
2;1100;PEARLS;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;12.0
2;1100;COCONUTS;7925;162;;;;;7927;50;7928;112;;;7926.0;0.0
2;1100;PINA_COLADAS;14852;111;;;;;14855;111;;;;;14853.5;0.0
2;1100;BERRIES;3846;76;;;;;3853;19;3854;57;;;3849.5;103.1875
2;1100;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3076.0;0.0
2;1200;DIVING_GEAR;99196;21;;;;;99199;21;;;;;99197.5;0.0
2;1200;PEARLS;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;12.0
2;1200;COCONUTS;7924;186;;;;;7927;186;;;;;7925.5;0.0
2;1200;BANANAS;4822;28;;;;;4828;1;4829;28;;;4825.0;-9.81640625
2;1200;PINA_COLADAS;14850;92;;;;;14853;92;;;;;14851.5;0.0
2;1200;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3076.0;0.0
2;1200;BERRIES;3846;12;3845;49;;;3853;12;3854;49;;;3849.5;109.25
2;1300;BERRIES;3847;10;3846;40;;;3853;10;3854;40;;;3850.0;97.5625
2;1300;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3076.0;0.0
2;1300;BANANAS;4822;23;;;;;4827;7;4829;23;;;4824.5;-14.33203125
2;1300;DIVING_GEAR;99179;3;99178;10;;;99181;6;99182;10;;;99180.0;-2.84375
2;1300;PEARLS;9995;23;;;;;9998;1;10002;7;10005;23;9996.5;12.0
2;1300;COCONUTS;7924;67;7923;119;;;7926;186;;;;;7925.0;0.0
2;1300;PINA_COLADAS;14848;109;;;;;14851;109;;;;;14849.5;0.0
2;1400;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3076.0;0.0
2;1400;PINA_COLADAS;14848;91;;;;;14851;91;;;;;14849.5;0.0
2;1400;DIVING_GEAR;99183;5;99182;16;;;99185;5;99186;16;;;99184.0;-30.125
2;1400;PEARLS;9996;2;9995;24;;;10002;4;10004;2;10005;24;9999.0;10.0
2;1400;COCONUTS;7922;182;;;;;7925;182;;;;;7923.5;0.0
2;1400;BERRIES;3847;16;3846;41;;;3854;16;3855;41;;;3850.5;92.6796875
2;1400;BANANAS;4822;26;;;;;4827;4;4828;2;4829;24;4824.5;-11.08203125
2;1500;BANANAS;4822;30;;;;;4827;7;4828;2;4829;29;4824.5;-13.46484375
2;1500;DIVING_GEAR;99187;9;99186;16;;;99189;9;99190;16;;;99188.0;-52.75
2;1500;PEARLS;9996;2;9995;29;;;10002;7;10004;2;10005;29;9999.0;10.0
2;1500;COCONUTS;7923;184;;;;;7926;184;;;;;7924.5;0.0
2;1500;BERRIES;3846;16;3845;48;;;3853;16;3854;48;;;3849.5;104.1796875
2;1500;PINA_COLADAS;14850;98;;;;;14853;98;;;;;14851.5;0.0
2;1500;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3076.0;0.0
2;1600;DIVING_GEAR;99179;19;;;;;99182;19;;;;;99180.5;-8.0
2;1600;PEARLS;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;10.0
2;1600;COCONUTS;7922;171;;;;;7925;171;;;;;7923.5;0.0
2;1600;BERRIES;3846;12;3845;41;;;3853;12;3854;41;;;3849.5;108.015625
2;1600;BANANAS;4822;1;4821;23;;;4828;24;;;;;4825.0;-8.1171875
2;1600;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3076.0;0.0
2;1600;PINA_COLADAS;14849;37;14848;82;;;14851;82;;;;;14850.0;0.0
2;1700;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3076.0;0.0
2;1700;BANANAS;4821;24;;;;;4828;24;;;;;4824.5;-8.59765625
2;1700;DIVING_GEAR;99183;8;99182;18;;;99185;8;99186;18;;;99184.0;-29.125
2;1700;PEARLS;9995;24;;;;;10005;24;;;;;10000.0;6.0
2;1700;COCONUTS;7923;46;7922;163;;;7925;163;;;;;7924.0;0.0
2;1700;BERRIES;3846;18;3845;40;;;3853;18;3854;40;;;3849.5;106.484375
2;1700;PINA_COLADAS;14847;110;;;;;14850;110;;;;;14848.5;0.0
2;1800;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3076.0;0.0
2;1800;PINA_COLADAS;14847;95;;;;;14850;95;;;;;14848.5;0.0
2;1800;DIVING_GEAR;99179;6;99178;15;;;99181;6;99182;15;;;99180.0;-4.6875
2;1800;PEARLS;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;6.0
2;1800;COCONUTS;7922;163;;;;;7924;62;7925;101;;;7923.0;0.0
2;1800;BERRIES;3846;56;;;;;3853;15;3854;41;;;3849.5;103.3046875
2;1800;BANANAS;4822;2;4821;28;;;4828;30;;;;;4825.0;-8.37890625
2;1900;BANANAS;4822;10;4821;24;;;4828;26;;;;;4825.0;-7.34375
2;1900;DIVING_GEAR;99186;16;;;;;99189;16;;;;;99187.5;-50.9375
2;1900;PEARLS;9998;8;9996;2;9995;24;10004;2;10005;24;;;10001.0;6.0
2;1900;COCONUTS;7924;41;7923;218;;;7925;218;;;;;7924.5;0.0
2;1900;BERRIES;3846;11;3845;53;;;3853;11;3854;53;;;3849.5;109.3359375
2;1900;PINA_COLADAS;14848;99;;;;;14851;37;14852;62;;;14849.5;0.0
2;1900;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3076.0;0.0
2;2000;DIVING_GEAR;99182;8;99181;11;;;99184;8;99185;11;;;99183.0;-22.6875
2;2000;PEARLS;9995;22;;;;;10005;22;;;;;10000.0;-18.0
2;2000;COCONUTS;7922;177;;;;;7924;42;7925;135;;;7923.0;0.0
2;2000;BERRIES;3847;11;3846;54;;;3853;11;3854;54;;;3850.0;98.046875
2;2000;BANANAS;4821;22;;;;;4828;22;;;;;4824.5;-4.328125
2;2000;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3077.0;0.0
2;2000;PINA_COLADAS;14847;29;14846;90;;;14849;90;;;;;14848.0;0.0
2;2100;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3077.0;0.0
2;2100;BANANAS;4824;6;4821;25;;;4828;25;;;;;4826.0;-5.78515625
2;2100;DIVING_GEAR;99176;23;;;;;99179;23;;;;;99177.5;8.0
2;2100;PEARLS;9995;25;;;;;10005;25;;;;;10000.0;-18.0
2;2100;COCONUTS;7922;51;7921;102;;;7924;153;;;;;7923.0;0.0
2;2100;BERRIES;3847;16;3846;45;;;3854;16;3855;45;;;3850.5;88.6015625
2;2100;PINA_COLADAS;14845;89;;;;;14848;89;;;;;14846.5;0.0
2;2200;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3076.0;0.0
2;2200;PINA_COLADAS;14843;30;14842;53;;;14845;30;14846;53;;;14844.0;0.0
2;2200;DIVING_GEAR;99172;19;;;;;99175;19;;;;;99173.5;32.125
2;2200;COCONUTS;7921;153;;;;;7924;153;;;;;7922.5;0.0
2;2200;BERRIES;3847;12;3846;54;;;3854;12;3855;54;;;3850.5;79.15625
2;2200;PEARLS;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;-18.0
2;2200;BANANAS;4822;31;;;;;4828;31;;;;;4825.0;-10.109375
2;2300;PEARLS;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;-18.0
2;2300;BANANAS;4822;1;4821;20;;;4823;2;4828;21;;;4822.5;-9.5078125
2;2300;COCONUTS;7922;164;;;;;7924;43;7925;121;;;7923.0;0.0
2;2300;DIVING_GEAR;99174;9;99173;18;;;99176;9;99177;18;;;99175.0;23.5625
2;2300;BERRIES;3847;18;3846;48;;;3854;18;3855;48;;;3850.5;86.359375
2;2300;PINA_COLADAS;14843;100;;;;;14846;100;;;;;14844.5;0.0
2;2300;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3076.0;0.0
2;2400;COCONUTS;7922;178;;;;;7925;178;;;;;7923.5;0.0
2;2400;DIVING_GEAR;99167;26;;;;;99170;26;;;;;99168.5;61.75
2;2400;BERRIES;3847;16;3846;41;;;3853;16;3854;41;;;3850.0;99.1015625
2;2400;PEARLS;10002;1;9996;1;9995;25;10004;1;10005;25;;;10003.0;-18.0
2;2400;BANANAS;4827;1;4822;1;4821;25;4828;26;;;;;4827.5;-7.84765625
2;2400;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3076.0;0.0
2;2400;PINA_COLADAS;14844;96;;;;;14847;38;14848;58;;;14845.5;0.0
2;2500;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3077.0;0.0
2;2500;PEARLS;9995;27;;;;;10005;27;;;;;10000.0;-18.0
2;2500;BANANAS;4821;27;;;;;4828;27;;;;;4824.5;-8.16796875
2;2500;COCONUTS;7922;199;;;;;7925;199;;;;;7923.5;0.0
2;2500;BERRIES;3846;11;3845;41;;;3853;11;3854;41;;;3849.5;117.4609375
2;2500;DIVING_GEAR;99181;21;;;;;99184;21;;;;;99182.5;-33.1875
2;2500;PINA_COLADAS;14844;87;;;;;14847;87;;;;;14845.5;0.0
2;2600;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3076.0;0.0
2;2600;PINA_COLADAS;14847;97;;;;;14850;31;14851;66;;;14848.5;0.0
2;2600;COCONUTS;7922;171;;;;;7925;171;;;;;7923.5;0.0
2;2600;BERRIES;3846;10;3845;42;;;3853;10;3854;42;;;3849.5;111.8984375
2;2600;DIVING_GEAR;99179;6;99178;10;;;99181;6;99182;10;;;99180.0;-15.375
2;2600;PEARLS;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;-18.0
2;2600;BANANAS;4821;21;;;;;4828;21;;;;;4824.5;-3.94921875
2;2700;PEARLS;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;-18.0
2;2700;BANANAS;4826;1;4821;31;;;4828;31;;;;;4827.0;-5.0390625
2;2700;COCONUTS;7921;179;;;;;7924;179;;;;;7922.5;0.0
2;2700;BERRIES;3846;11;3845;40;;;3853;51;;;;;3849.5;121.8359375
2;2700;DIVING_GEAR;99190;8;99189;11;;;99192;8;99193;11;;;99191.0;-111.4375
2;2700;PINA_COLADAS;14847;31;14846;75;;;14850;106;;;;;14848.5;0.0
2;2700;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3076.0;0.0
2;2800;COCONUTS;7920;215;;;;;7923;215;;;;;7921.5;0.0
2;2800;BERRIES;3845;12;3844;44;;;3852;12;3853;44;;;3848.5;138.625
2;2800;DIVING_GEAR;99188;8;99187;12;;;99190;8;99191;12;;;99189.0;-95.5625
2;2800;PEARLS;9995;22;;;;;10005;22;;;;;10000.0;-18.0
2;2800;BANANAS;4821;22;;;;;4828;22;;;;;4824.5;-5.296875
2;2800;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3077.0;0.0
2;2800;PINA_COLADAS;14843;94;;;;;14846;94;;;;;14844.5;0.0
2;2900;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3077.0;0.0
2;2900;BANANAS;4822;1;4821;21;;;4826;6;4828;22;;;4824.0;-9.66796875
2;2900;PEARLS;9996;1;9995;21;;;10002;6;10004;1;10005;21;9999.0;-18.0
2;2900;COCONUTS;7920;190;;;;;7922;61;7923;129;;;7921.0;0.0
2;2900;BERRIES;3845;16;3844;57;;;3851;16;3852;57;;;3848.0;147.9453125
2;2900;DIVING_GEAR;99186;10;99185;16;;;99188;10;99189;16;;;99187.0;-77.9375
2;2900;PINA_COLADAS;14840;103;;;;;14843;103;;;;;14841.5;0.0
2;3000;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3077.0;0.0
2;3000;PINA_COLADAS;14840;35;14839;69;;;14842;35;14843;69;;;14841.0;0.0
2;3000;COCONUTS;7920;215;;;;;7923;215;;;;;7921.5;0.0
2;3000;BERRIES;3849;3;3845;11;3844;44;3852;11;3853;44;;;3850.5;133.46875
2;3000;DIVING_GEAR;99182;10;99181;11;;;99184;21;;;;;99183.0;-38.75
2;3000;BANANAS;4821;28;;;;;4828;28;;;;;4824.5;-4.90234375
2;3000;PEARLS;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;-18.0
2;3100;BANANAS;4821;25;;;;;4828;25;;;;;4824.5;-8.8203125
2;3100;DIVING_GEAR;99177;5;99176;18;;;99179;5;99180;18;;;99178.0;3.3125
2;3100;PEARLS;9995;25;;;;;10005;25;;;;;10000.0;-18.0
2;3100;COCONUTS;7919;187;;;;;7922;187;;;;;7920.5;0.0
2;3100;BERRIES;3846;18;3845;53;;;3853;18;3854;53;;;3849.5;117.953125
2;3100;PINA_COLADAS;14840;95;;;;;14843;95;;;;;14841.5;0.0
2;3100;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3076.0;0.0
2;3200;COCONUTS;7919;206;;;;;7922;206;;;;;7920.5;0.0
2;3200;BERRIES;3846;70;;;;;3853;12;3854;58;;;3849.5;103.5390625
2;3200;BANANAS;4822;29;;;;;4828;29;;;;;4825.0;-10.80078125
2;3200;DIVING_GEAR;99179;18;;;;;99182;18;;;;;99180.5;-20.625
2;3200;PEARLS;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;-18.0
2;3200;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3077.0;0.0
2;3200;PINA_COLADAS;14840;22;14839;107;;;14842;107;;;;;14841.0;0.0
2;3300;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3077.0;0.0
2;3300;BANANAS;4822;3;4821;28;;;4827;2;4828;26;;;4824.5;4.05078125
2;3300;DIVING_GEAR;99187;6;99186;12;;;99189;6;99190;12;;;99188.0;-86.25
2;3300;PEARLS;9998;3;9996;2;9995;26;10004;2;10005;26;;;10001.0;-10.0
2;3300;COCONUTS;7919;217;;;;;7922;217;;;;;7920.5;0.0
2;3300;BERRIES;3847;12;3846;60;;;3853;12;3854;60;;;3850.0;101.1640625
2;3300;PINA_COLADAS;14836;98;;;;;14839;98;;;;;14837.5;0.0
2;3400;PINA_COLADAS;14837;96;;;;;14840;96;;;;;14838.5;0.0
2;3400;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3077.0;0.0
2;3400;BERRIES;3847;19;3846;51;;;3853;19;3854;51;;;3850.0;97.9765625
2;3400;BANANAS;4821;26;;;;;4828;26;;;;;4824.5;1.265625
2;3400;DIVING_GEAR;99187;25;;;;;99190;25;;;;;99188.5;-92.0
2;3400;PEARLS;10000;2;9996;1;9995;25;10004;1;10005;25;;;10002.0;-12.0
2;3400;COCONUTS;7919;200;;;;;7922;200;;;;;7920.5;0.0
2;3500;BANANAS;4825;4;4821;23;;;4827;23;;;;;4826.0;7.4296875
2;3500;DIVING_GEAR;99182;6;99181;14;;;99184;6;99185;14;;;99183.0;-42.6875
2;3500;PEARLS;9996;2;9995;21;;;10004;2;10005;21;;;10000.0;-12.0
2;3500;COCONUTS;7920;143;;;;;7923;143;;;;;7921.5;0.0
2;3500;BERRIES;3846;14;3845;52;;;3853;14;3854;52;;;3849.5;106.65625
2;3500;PINA_COLADAS;14840;32;14839;67;;;14842;32;14843;67;;;14841.0;0.0
2;3500;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3077.0;0.0
2;3600;BERRIES;3847;15;3846;43;;;3853;15;3854;43;;;3850.0;99.0390625
2;3600;BANANAS;4820;30;;;;;4825;5;4827;30;;;4822.5;21.1875
2;3600;DIVING_GEAR;99183;23;;;;;99186;23;;;;;99184.5;-54.25
2;3600;PEARLS;10000;3;9995;30;;;10002;5;10005;30;;;10001.0;-12.0
2;3600;COCONUTS;7920;120;7919;150;;;7922;227;;;;;7921.0;0.0
2;3600;PINA_COLADAS;14838;92;;;;;14841;92;;;;;14839.5;0.0
2;3600;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3076.0;0.0
2;3700;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3076.0;0.0
2;3700;BANANAS;4820;6;4819;25;;;4826;25;;;;;4823.0;36.3515625
2;3700;DIVING_GEAR;99178;21;;;;;99181;21;;;;;99179.5;-10.5625
2;3700;PEARLS;9998;6;9996;1;9995;24;10004;1;10005;24;;;10001.0;4.0
2;3700;COCONUTS;7919;207;;;;;7922;207;;;;;7920.5;0.0
2;3700;PINA_COLADAS;14836;30;14835;67;;;14838;30;14839;67;;;14837.0;0.0
2;3700;BERRIES;3846;16;3845;56;;;3848;25;3852;16;3853;56;3847.0;126.3125
2;3800;PINA_COLADAS;14837;80;;;;;14838;33;14840;80;;;14837.5;0.0
2;3800;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3076.0;0.0
2;3800;BERRIES;3847;11;3846;55;;;3854;11;3855;55;;;3850.5;84.1953125
2;3800;BANANAS;4819;30;;;;;4826;30;;;;;4822.5;36.4375
2;3800;DIVING_GEAR;99162;10;99161;11;;;99164;10;99165;11;;;99163.0;136.875
2;3800;PEARLS;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;4.0
2;3800;COCONUTS;7920;161;;;;;7923;161;;;;;7921.5;0.0
2;3900;BANANAS;4819;28;;;;;4825;2;4826;26;;;4822.0;40.5078125
2;3900;DIVING_GEAR;99163;8;99162;11;;;99165;8;99166;11;;;99164.0;130.1875
2;3900;PEARLS;10002;4;9996;2;9995;26;10004;2;10005;26;;;10003.0;4.0
2;3900;COCONUTS;7921;197;;;;;7924;197;;;;;7922.5;0.0
2;3900;PINA_COLADAS;14839;22;14838;54;;;14841;22;14842;54;;;14840.0;0.0
2;3900;BERRIES;3847;11;3846;47;;;3854;11;3855;47;;;3850.5;83.6875
2;3900;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3076.0;0.0
2;4000;BERRIES;3847;16;3846;54;;;3854;16;3855;54;;;3850.5;87.546875
2;4000;BANANAS;4819;32;;;;;4825;2;4826;30;;;4822.0;42.609375
2;4000;DIVING_GEAR;99154;1;99152;26;;;99155;26;;;;;99154.5;226.375
2;4000;PEARLS;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;12.0
2;4000;COCONUTS;7920;73;7919;165;;;7922;165;;;;;7921.0;3.4921875
2;4000;PINA_COLADAS;14833;88;;;;;14836;88;;;;;14834.5;0.0
2;4000;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3075.0;0.0
2;4100;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3075.0;0.0
2;4100;BANANAS;4820;26;;;;;4824;4;4826;26;;;4822.0;30.4921875
2;4100;DIVING_GEAR;99148;19;;;;;99151;19;;;;;99149.5;261.375
2;4100;PEARLS;9996;1;9995;25;;;10002;4;10004;1;10005;25;9999.0;12.0
2;4100;COCONUTS;7919;181;;;;;7922;181;;;;;7920.5;5.1015625
2;4100;PINA_COLADAS;14834;77;;;;;14837;77;;;;;14835.5;0.0
2;4100;BERRIES;3850;7;3847;11;3846;41;3854;11;3855;41;;;3852.0;87.703125
2;4200;PINA_COLADAS;14837;87;;;;;14840;87;;;;;14838.5;0.0
2;4200;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3075.0;0.0
2;4200;BERRIES;3848;20;3847;45;;;3851;7;3855;20;3856;45;3849.5;62.9296875
2;4200;BANANAS;4819;28;;;;;4826;28;;;;;4822.5;36.484375
2;4200;DIVING_GEAR;99148;26;;;;;99151;26;;;;;99149.5;258.6875
2;4200;PEARLS;9996;2;9995;26;;;9998;5;10004;2;10005;26;9997.0;12.0
2;4200;COCONUTS;7919;180;;;;;7922;180;;;;;7920.5;4.546875
2;4300;BANANAS;4819;25;;;;;4826;25;;;;;4822.5;39.53125
2;4300;DIVING_GEAR;99146;9;99145;18;;;99148;9;99149;18;;;99147.0;280.875
2;4300;PEARLS;9996;1;9995;24;;;10000;5;10004;1;10005;24;9998.0;12.0
2;4300;COCONUTS;7919;175;;;;;7922;175;;;;;7920.5;4.1875
2;4300;PINA_COLADAS;14840;33;14839;59;;;14843;92;;;;;14841.5;0.0
2;4300;BERRIES;3847;18;3846;54;;;3854;18;3855;54;;;3850.5;83.1875
2;4300;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3075.0;0.0
2;4400;BERRIES;3847;16;3846;48;;;3853;16;3854;48;;;3850.0;87.6328125
2;4400;PEARLS;9995;22;;;;;10005;22;;;;;10000.0;12.0
2;4400;BANANAS;4819;22;;;;;4826;22;;;;;4822.5;40.25
2;4400;DIVING_GEAR;99144;21;;;;;99147;21;;;;;99145.5;295.5
2;4400;COCONUTS;7920;194;;;;;7923;194;;;;;7921.5;-6.8359375
2;4400;PINA_COLADAS;14838;83;;;;;14841;83;;;;;14839.5;0.0
2;4400;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3075.0;0.0
2;4500;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3075.0;0.0
2;4500;PINA_COLADAS;14842;29;14841;59;;;14844;29;14845;59;;;14843.0;0.0
